"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Platelet degranulation ","2.860e-02","103","Actg1, Actn4, Alb, Aplp2, Brpf3, Calm1, Calm2, Calm3, Cd63, Cd9, Chid1, Clu, Ecm1, Flna, Fn1, Gas6, Igf2, Islr, Lgals3bp, Pdgfa, Plek, Psap, Qsox1, Rab27b, Selenop, Serping1, Sod1, Sparc, Srgn, Tagln2, Timp3, Tmsb4x, Tor4a, Trf, Vcl, Vegfa, Vegfb, Vegfd, Wdr1"
"TP53 Regulates Metabolic Genes","2.860e-02","65","Cox14, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Ddit4, Gpi1, Gsr, Lamtor3, Lamtor4, Lrpprc, Ndufa4, Prdx5, Prkab2, Rheb, Rraga, Rragd, Sco1, Sesn1, Sfn, Taco1, Txn1, Txnrd1, Ywhab, Ywhag, Ywhah, Ywhaz"
"VEGFA-VEGFR2 Pathway","2.860e-02","88","Abi1, Actg1, Axl, Baiap2, Bcar1, Brk1, Calm1, Calm2, Calm3, Cav1, Ctnna1, Jup, Mapk11, Mapk13, Mapkapk2, Nck1, Pak2, Pik3ca, Pik3r1, Pik3r2, Prkacb, Prkcd, Pxn, Rasa1, Rhoa, Rock1, Src, Vav2, Vegfa, Wasf2"
"RAC3 GTPase cycle","2.910e-02","76","Abi1, Arhgap1, Arhgap39, Baiap2, Baiap2l1, Bcr, Brk1, Cav1, Cdc42ep1, Dsg2, Epha2, Erbin, Git1, Itgb1, Lbr, Nckap1, Pak2, Pak4, Pik3r1, Pik3r2, Prex1, Rbm39, Snap23, Taok3, Trio, Vav2, Wasf2, Ykt6"
"RHOF GTPase cycle","2.910e-02","35","Actg1, Akap12, Arhgap1, Arhgap39, Baiap2l1, Basp1, Capzb, Cav1, Farp1, Lmnb1, Pik3r1, Pik3r2, Rhof, Snap23, Sowahc, Tor1aip1"
"Processing of Intronless Pre-mRNAs","3.143e-02","20","Cpsf1, Cpsf4, Cstf1, Cstf2, Ncbp2, Nudt21, Wdr33"
"Muscle contraction","3.255e-02","112","Abcc9, Acta2, Actg2, Ahcyl1, Akap9, Aldh2, Atp1a1, Atp2b4, Cacng7, Calm1, Calm2, Calm3, Camk2g, Ces1d, Dmd, Fxyd3, Gucy1a1, Gucy1b1, Itga1, Itpr3, Kcne2, Kcnh2, Kcnk6, Myl9, Pak2, Pxn, Slc8a1, Sorbs3, Sri, Stim1, Tnni3, Tpm1, Tpm2, Tpm4, Vcl, Vim"
"Fcgamma receptor (FCGR) dependent phagocytosis","3.634e-02","72","Abi1, Actg1, Actr3, Arpc2, Arpc3, Arpc5, Baiap2, Brk1, Fcgr2b, Hsp90ab1, Mapk1, Mapk3, Myh9, Myo10, Myo1c, Nck1, Pik3ca, Pik3r1, Pik3r2, Pld3, Prkcd, Syk, Vav2, Wasf2"
"Synthesis of PA","3.634e-02","32","Agpat1, Agpat2, Agpat3, Agpat4, Ddhd1, Gnpat, Gpam, Gpat3, Gpd1, Gpd1l, Gpd2, Lpcat4, Miga2, Pla2g10, Pla2g12a, Pla2g1b, Pla2g4a, Pla2r1"
"mRNA 3'-end processing","3.715e-02","52","Alyref, Chtop, Cpsf1, Cpsf4, Cstf1, Cstf2, Fip1l1, Ncbp2, Nudt21, Pcf11, Srrm1, Srsf11, Srsf7, Thoc2, Thoc5, Thoc7, U2af2, Upf3b, Wdr33"
"Fatty acid metabolism","3.893e-02","132","Abcd1, Acadl, Acot2, Acot7, Acox1, Acox3, Acsf2, Acsl3, Aldh3a2, Cbr1, Cpt1a, Cpt2, Crot, Cyp1b1, Cyp2c65, Cyp2j6, Dpep1, Ehhadh, Elovl1, Gpx1, H2-Ke6, Hacd3, Hadhb, Mapkapk2, Mid1ip1, Mlycd, Ndufab1, Phyh, Pon2, Ppt1, Ptgs1, Rxra, Slc25a1"
"Signaling by NTRKs","3.893e-02","66","Ap2a1, Ap2b1, Ap2s1, Dusp4, Dusp6, Furin, Irs2, Kidins220, Map2k1, Mapk1, Mapk11, Mapk3, Mapkapk2, Pik3ca, Pik3r1, Pik3r2, Ppp2ca, Ppp2r1b, Ralgds, Rap1a, Rhoa, Sgk1, Srf, Vrk3, Ywhab"
"RHO GTPase cycle","3.958e-02","370","Aaas, Abcd3, Abi1, Actg1, Akap12, Aldh3a2, Ankle2, Arhgap1, Arhgap22, Arhgap29, Arhgdia, Arhgef16, Arhgef19, Arhgef7, Atp6ap1, Baiap2, Baiap2l1, Basp1, Bcr, Brk1, Capzb, Cav1, Cavin1, Cdc42ep1, Chn2, Ckap4, Cpd, Cpsf7, Csk, Daam1, Dock2, Dock5, Dsg2, Dsp, Epha2, Epsti1, Erbin, Faf2, Fam135a, Fam13b, Fam91a1, Farp1, Farp2, Fgd4, Fnbp1, Git1, Gna13, Hgs, Hmox2, Hsp90ab1, Jup, Kidins220, Lmnb1, Lrrc1, Map3k11, Nck1, Nudc, Pak2, Pard6b, Peak1, Pik3ca, Pik3r1, Pik3r2, Pkn1, Plekhg6, Plxnb1, Prex1, Rhoa, Rhob, Rhoc, Rhod, Rhof, Rhou, Rock1, Samm50, Scrib, Sh3bp1, Snap23, Sos2, Sptbn1, Syde2, Taok3, Tex2, Tjp2, Tmem59, Tor1aip1, Twf1, Vav2, Vim, Wasf2, Wdr6, Ykt6"
"RHOV GTPase cycle","4.051e-02","31","Arhgef7, Epha2, Git1, Map3k11, Nck1, Nck2, Pak2, Pak4, Pard6b, Peak1, Pik3r1, Sptbn1, Tpm4, Wdr6"
"Sulfur amino acid metabolism","4.791e-02","20","Adi1, Cdo1, Cth, Ethe1, Mpst, Mtap, Slc25a10, Sqor, Suox, Tst, Tstd1"
"Processing of Capped Intronless Pre-mRNA","4.934e-02","28","Cpsf1, Cpsf4, Cstf1, Cstf2, Ncbp2, Nudt21, Slbp, Snrpg, Wdr33"
