"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Signaling by Receptor Tyrosine Kinases","3.095e-06","354","Aamp, Abi1, Actg1, Akt3, Ap2a1, Ap2m1, Ap2s1, Aph1a, Areg, Arf6, Arhgef7, Atp6ap1, Atp6v0a2, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v0e, Atp6v1a, Atp6v1b2, Atp6v1e1, Baiap2, Bcar1, Bdnf, Brk1, Btc, Calm1, Calm2, Calm3, Cav1, Cbl, Cdc37, Chd4, Chek1, Cltc, Col1a1, Col1a2, Col27a1, Col3a1, Col4a1, Col4a2, Col5a1, Col6a1, Col6a2, Crk, Csk, Ctnna1, Ctnnb1, Ctnnd1, Cul5, Cyba, Cyfip1, Dusp6, Dusp7, Egfr, Epn1, Ereg, Fgfrl1, Flrt3, Fn1, Frs2, Furin, Galnt3, Grb2, Gtf2f1, Hbegf, Hdac3, Hgfac, Hgs, Hnrnpa1, Hras, Irs1, Irs2, Itga2, Itga3, Itgb1, Jup, Kras, Map2k1, Map2k2, Mapk3, Mapkapk2, Mtor, Ncbp1, Nck2, Ngf, Nrg1, Ntf5, Pag1, Pak2, Pcsk5, Pcsk6, Pdgfra, Pdpk1, Pik3ca, Polr2e, Polr2g, Polr2h, Polr2i, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prkaca, Psenen, Ptpn1, Ptpn11, Ptpn12, Ptprj, Rac1, Ralgds, Rap1a, Rhoa, Rock1, Rock2, Sgk1, Shb, Shc1, Sphk1, Spint1, Spint2, Spp1, Spry2, Srf, Stat3, Tgfa, Thbs4, Tns4, Trib3, Ubc, Ywhab"
"Beta-catenin independent WNT signaling","3.141e-06","109","Ap2m1, Calm1, Calm2, Calm3, Cltb, Cltc, Ctnnb1, Daam1, Fzd1, Fzd4, Fzd7, Gnb1, Gnb2, Gng10, Kras, Pfn1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rac1, Rac3, Rhoa, Smurf1, Ubc"
"Assembly of the pre-replicative complex","3.242e-06","77","Anapc1, Anapc11, Anapc16, Anapc5, Anapc7, Cdc26, Cdc27, Fzr1, Gmnn, Kpna1, Kpna6, Kpnb1, Mcm6, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd2, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Keratinization","3.314e-06","44","Dsc2, Dsg2, Dsp, Evpl, Jup, Kazn, Krt14, Krt15, Krt18, Krt19, Krt20, Krt5, Krt7, Krt8, Krt80, Perp, Pkp1, Pkp3, Rptn, Tgm1"
"Neutrophil degranulation","3.314e-06","416","Acly, Actr10, Actr2, Adam10, Adgre5, Agpat2, Aldoa, Anxa2, Atp6ap2, Atp6v0c, B2m, B4galt1, Bri3, Bst2, Cab39, Cand1, Cant1, Cap1, Capn1, Cat, Cct2, Cct8, Cd44, Cd47, Cd63, Cda, Ceacam1, Chit1, Ckap4, Cnn2, Cotl1, Creg1, Cst3, Cstb, Ctsb, Ctsc, Ctsd, Ctsh, Ctss, Ctsz, Cxcl3, Cyba, Cyfip1, Ddost, Ddx3x, Dsp, Eef1a1, Eef2, Fabp5, Galns, Ggh, Gm2a, Golga7, Grn, Gsn, Gstp1, H2-K1, H2-Q6, H2-Q7, H2-T23, Hsp90ab1, Hspa1a, Hspa1b, Hspa8, Huwe1, Ifi205, Ilf2, Impdh2, Iqgap1, Jup, Lamtor2, Lamtor3, Lta4h, Magt1, Mif, Mlec, Mvp, Ndufc2, Neu1, Nfkb1, Pa2g4, Padi2, Pafah1b2, Pgam1, Pgm2, Pgrmc1, Pkp1, Plaur, Pnp, Ppbp, Ppia, Psmb7, Psmc2, Psmc3, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Ptprj, Ptprn2, Qsox1, Rab18, Rab31, Rab5b, Rab5c, Rab7, Rac1, Rap1a, Rap2b, Rhoa, Rhof, Rhog, Rock1, S100a11, Sdcbp, Serpinb6a, Srp14, Tmem30a, Tmem63a, Tollip, Tubb4b, Tubb5, Txndc5, Vamp8, Vat1, Vcl, Vcp"
"ER to Golgi Anterograde Transport","4.518e-06","129","Actr10, Arcn1, Areg, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Bet1, Bet1l, Capzb, Cnih1, Cog8, Col7a1, Copa, Copb2, Cope, Copz1, Csnk1d, Ctsc, Ctsz, Dctn3, Dctn6, Dync1li2, Dynll1, Dynll2, Golga2, Gorasp1, Kdelr1, Kdelr2, Lman1, Lman2, Lman2l, Mcfd2, Mia3, Napa, Rab1a, Rab1b, Sec16a, Sec23a, Sec24b, Sptbn1, Sptbn2, Tfg, Tgfa, Tmed2, Tmed7, Tmed9, Tmem115, Trappc1, Trappc3, Trappc4, Trappc5, Trappc9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ykt6"
"Degradation of AXIN","4.760e-06","49","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Tnks, Ubc"
"Degradation of beta-catenin by the destruction complex","4.760e-06","70","Axin1, Ctnnb1, Frat2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Tle3, Ubc"
"GLI3 is processed to GLI3R by the proteasome","4.760e-06","49","Prkaca, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","4.760e-06","46","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"p53-Independent DNA Damage Response","4.760e-06","46","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"p53-Independent G1/S DNA damage checkpoint","4.760e-06","46","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"CLEC7A (Dectin-1) signaling","5.421e-06","83","Calm1, Calm2, Calm3, Cdc34, Nfkb1, Nfkb2, Pdpk1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Relb, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2m, Ube2n"
"Degradation of GLI1 by the proteasome","5.421e-06","49","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Downstream signaling events of B Cell Receptor (BCR)","5.421e-06","68","Calm1, Calm2, Calm3, Hras, Kras, Nfkb1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Rela, Ubc"
"RHO GTPase Effectors","5.421e-06","226","Abi1, Abl1, Actg1, Actr2, Arpc1a, Arpc1b, Arpc2, Arpc3, Aurkb, Baiap2, Brk1, Bub1, Bub3, Calm1, Calm2, Calm3, Cdc20, Cdca8, Cdh1, Cenpa, Cenpk, Cenpo, Cenpq, Ckap5, Clip1, Ctnna1, Ctnnb1, Cyba, Cyfip1, Daam1, Dync1li2, Dynll2, Fmnl2, Fmnl3, Gopc, Grb2, Incenp, Iqgap1, Iqgap3, Kif2c, Klc3, Mad1l1, Mad2l1, Mapk3, Mapre1, Men1, Mis12, Mrtfa, Myh14, Myh9, Myl12b, Myl6, Nckap1, Nde1, Nudc, Nuf2, Nup107, Pafah1b1, Pak2, Pdpk1, Pfn1, Pkn1, Pkn3, Plk1, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Prc1, Rac1, Rangap1, Rhoa, Rhob, Rhod, Rhog, Rock1, Rock2, Sfn, Sgo2a, Spc24, Src, Srf, Tax1bp3, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Wipf1, Xpo1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Signaling by NTRKs","5.421e-06","68","Ap2a1, Ap2m1, Ap2s1, Bdnf, Chd4, Cltc, Crk, Dusp6, Dusp7, Frs2, Furin, Grb2, Hras, Irs1, Irs2, Kras, Map2k1, Map2k2, Mapk3, Mapkapk2, Ngf, Ntf5, Pcsk5, Pcsk6, Pik3ca, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rac1, Ralgds, Rap1a, Rhoa, Sgk1, Shc1, Sos1, Src, Srf, Ywhab"
"SCF(Skp2)-mediated degradation of p27/p21","6.420e-06","55","Ccna2, Cdkn1b, Cks1b, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc"
"Autodegradation of the E3 ubiquitin ligase COP1","7.786e-06","46","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"RHO GTPases activate IQGAPs","7.786e-06","26","Actg1, Calm1, Calm2, Calm3, Clip1, Ctnna1, Ctnnb1, Iqgap1, Iqgap3, Men1, Rac1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"Switching of origins to a post-replicative state","7.786e-06","83","Ccna2, Cdc26, Cdc27, Fzr1, Mcm6, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","8.135e-06","60","Cul2, Egln1, Egln2, Elob, Hif1a, Limd1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2d1, Ube2d2a, Ube2d3"
"Regulation of ornithine decarboxylase (ODC)","8.277e-06","47","Oaz1, Odc1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3"
"Degradation of DVL","8.991e-06","50","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"MAPK6/MAPK4 signaling","8.991e-06","65","Ccnd3, Cdc42ep2, Cdc42ep3, Foxo3, Mapk6, Pak2, Prkaca, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rac1, Ubc, Xpo1"
"Fc epsilon receptor (FCERI) signaling","9.673e-06","106","Calm1, Calm2, Calm3, Cdc34, Fos, Grb2, Hras, Kras, Nfkb1, Pak2, Pdpk1, Pik3ca, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rac1, Rela, Shc1, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"PCP/CE pathway","9.673e-06","80","Ap2m1, Ap2s1, Cltb, Cltc, Daam1, Fzd1, Fzd4, Fzd7, Pfn1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rac1, Rac3, Rhoa, Smurf1, Ubc"
"Regulation of RUNX3 expression and activity","9.673e-06","49","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Smurf1, Ubc"
"Cell-Cell communication","1.017e-05","68","Actg1, Actn1, Cd151, Cd47, Cdh13, Cdh17, Col17a1, Ctnna1, Ctnnb1, Ctnnd1, Dst, F11r, Fblim1, Grb2, Ilk, Iqgap1, Itga6, Itgb1, Itgb4, Jup, Krt14, Krt5, Nck2, Nectin1, Nectin2, Nectin3, Nectin4, Pard6b, Parva, Plec, Prkci, Sftpd, Tesk1, Vasp"
"Asymmetric localization of PCP proteins","1.020e-05","56","Fzd1, Fzd4, Fzd7, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Smurf1, Ubc"
"RHO GTPase cycle","1.041e-05","378","Abi1, Actg1, Actn1, Akap13, Arfgap3, Arhgap11a, Arhgap23, Arhgap27, Arhgdia, Arhgef5, Arl13b, Atp6ap1, Baiap2, Basp1, Bcap31, Brk1, Capzb, Cav1, Cavin1, Cct2, Cct6a, Cct7, Cdc42ep1, Cdc42ep2, Cdc42ep3, Ckap4, Ckb, Cltc, Cops2, Cpd, Csk, Cyba, Cyfip1, Daam1, Ddrgk1, Dlg5, Dock5, Dsg2, Dsp, Dst, Epha2, Flot2, Fmnl2, Frs2, Git1, Gja1, Gmip, Gna13, Golga2, Gopc, Grb2, Hgs, Hsp90ab1, Iqgap1, Iqgap3, Itgb1, Jag1, Jup, Letm1, Lmnb1, Lrrc1, Map3k11, Nck2, Nudc, Pak2, Pard6b, Peak1, Pgrmc2, Pik3ca, Pkn1, Pkn3, Plekhg2, Plekhg3, Plekhg6, Plxna1, Prex1, Rab7, Rac1, Rac3, Racgap1, Rhoa, Rhob, Rhod, Rhof, Rhog, Rhou, Rock1, Rras2, Scrib, Sh3rf1, Sowahc, Spata13, Stip1, Taok3, Tex2, Tiam2, Tmod3, Tor1aip1, Tpm4, Tuba1b, Twf1, Txnl1, Uaca, Uhrf1bp1l, Vangl1, Vcp, Vim, Ykt6"
"Regulation of RUNX2 expression and activity","1.043e-05","47","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Hedgehog ligand biogenesis","1.057e-05","56","Derl2, P4hb, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Sel1l, Ubc, Vcp"
"Cyclin A:Cdk2-associated events at S phase entry","1.119e-05","67","Akt1, Akt3, Ccna2, Cdk2, Cdk7, Cdkn1b, Cks1b, Fzr1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Wee1"
"FCERI mediated NF-kB activation","1.119e-05","67","Cdc34, Nfkb1, Pdpk1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"Signaling by WNT","1.119e-05","202","Ap2m1, Ap2s1, Axin1, Bcl9l, Calm1, Calm2, Calm3, Cav1, Cltb, Cltc, Ctnnb1, Daam1, Frat2, Fzd1, Fzd4, Fzd7, Gnb1, Gnb2, Gng10, Kras, Kremen1, Lrp5, Men1, Pfn1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Pygo2, Rac1, Rac3, Rhoa, Smarca4, Smurf1, Sox2, Sox4, Tmed5, Tnks, Ubc, Vps26a, Wnt10a, Xpo1, Ywhaz"
"Cell junction organization","1.124e-05","52","Actg1, Actn1, Cd151, Cdh13, Cdh17, Col17a1, Ctnna1, Ctnnb1, Ctnnd1, Dst, F11r, Fblim1, Ilk, Itga6, Itgb1, Itgb4, Jup, Krt14, Krt5, Nectin1, Nectin2, Nectin3, Nectin4, Pard6b, Parva, Plec, Prkci, Tesk1, Vasp"
"Transcriptional regulation by RUNX3","1.124e-05","72","Ctnnb1, Maml1, Mamld1, Notch1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Smad3, Smurf1, Src, Tead3, Tead4, Tgfb1, Trp53, Ubc"
"MAPK family signaling cascades","1.131e-05","252","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Ccnd3, Cdc42ep2, Cdc42ep3, Csk, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fnta, Foxo3, Frs2, Golga7, Grb2, Hbegf, Hras, Iqgap1, Irs2, Kras, Lamtor2, Lamtor3, Map2k1, Map2k2, Map3k11, Mapk6, Pak2, Pdgfra, Pebp1, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Prkaca, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn11, Rac1, Ralgds, Rap1a, Rasgrf1, Rce1, Shc1, Shoc2, Sptbn2, Tgfa, Tln1, Ubc, Vcl, Xpo1, Ywhab"
"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","1.134e-05","47","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"p53-Dependent G1 DNA Damage Response","1.285e-05","58","Ccna2, Cdkn1b, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"p53-Dependent G1/S DNA damage checkpoint","1.285e-05","58","Ccna2, Cdkn1b, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Ub-specific processing proteases","1.294e-05","149","Adrb2, Adrm1, Axin1, Becn1, Ccna2, Cdc20, Fkbp8, Foxo4, Gata3, Hgs, Hif1a, Ifih1, Il33, Mat2b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rce1, Siah2, Smad3, Smad7, Taf10, Tnks, Tomm20, Trp53, Ubc, Usp10, Usp14, Usp15, Usp18, Usp22, Usp24, Usp25, Usp47, Vdac1, Vdac2"
"C-type lectin receptors (CLRs)","1.495e-05","98","Calm1, Calm2, Calm3, Cdc34, Hras, Kras, Nfkb1, Nfkb2, Pak2, Pdpk1, Prkaca, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Relb, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2m, Ube2n"
"Cell Cycle, Mitotic","1.495e-05","426","Aaas, Abl1, Akt1, Akt3, Anapc1, Anapc16, Aurkb, Blzf1, Bub1, Bub3, Ccna2, Ccnd3, Cdc20, Cdc26, Cdc27, Cdca8, Cdk2, Cdk7, Cdkn1b, Cenpa, Cenpk, Cenpo, Cenpq, Cep192, Chmp2b, Chmp3, Chmp4b, Ckap5, Cks1b, Clip1, Csnk1d, Ctdnep1, Dctn3, Dync1li2, Dynll2, Esco1, Espl1, Fzr1, Gins4, Golga2, Haus8, Hmmr, Hsp90ab1, Incenp, Kif20a, Kif2c, Kpnb1, Lbr, Lin54, Lmna, Lmnb1, Mad1l1, Mad2l1, Mapk3, Mapre1, Mcm6, Mis12, Ncapd2, Ncapd3, Ncaph, Ndc1, Nde1, Nek2, Nek9, Nudc, Nuf2, Nup107, Nup54, Nup62, Nup93, Nupl2, Pafah1b1, Pcnt, Phlda1, Plk1, Pold4, Pom121, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Ppp2r5b, Prkaca, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rab1a, Rab1b, Rab2a, Rab8a, Rad21, Rangap1, Rbbp4, Rcc1, Rfc1, Sgo2a, Sirt2, Spc24, Src, Stag2, Sumo1, Tpr, Trp53, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb5, Tubb6, Ubc, Ube2c, Ube2d1, Ube2s, Vrk1, Wee1, Xpo1, Ywhae, Ywhag"
"Cyclin E associated events during G1/S transition ","1.495e-05","65","Akt1, Akt3, Ccna2, Cdk2, Cdk7, Cdkn1b, Cks1b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Wee1"
"Hedgehog 'off' state","1.495e-05","91","Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ptch1, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc"
"MHC class II antigen presentation","1.495e-05","94","Actr10, Ap1b1, Ap1g1, Ap2a1, Ap2m1, Ap2s1, Arf1, Canx, Capzb, Cd74, Cltc, Ctsb, Ctsc, Ctsd, Ctse, Ctsh, Ctsl, Ctss, Dctn3, Dctn6, Dync1li2, Dynll2, Ifi30, Kif20a, Kif22, Kif2c, Klc3, Lgmn, Rab7, Racgap1, Sec23a, Sec24b, Sptbn2, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"Programmed Cell Death","1.495e-05","113","Bak1, Bax, Casp7, Chmp4b, Ctnnb1, Dsg2, Dsp, Flot2, Fnta, Gsn, H1f0, Lmna, Lmnb1, Mlkl, Pdcd6ip, Pkp1, Plec, Ripk3, Rock1, Sdcbp, Sfn, Tradd, Ubc, Vim, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Stabilization of p53","1.495e-05","50","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Signaling by NTRK1 (TRKA)","1.623e-05","58","Ap2a1, Ap2m1, Ap2s1, Chd4, Cltc, Crk, Dusp6, Dusp7, Frs2, Grb2, Hras, Irs1, Irs2, Kras, Map2k1, Map2k2, Mapk3, Mapkapk2, Ngf, Pik3ca, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ralgds, Rap1a, Rhoa, Sgk1, Shc1, Srf, Ywhab"
"GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","1.696e-05","46","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
