"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Class A/1 (Rhodopsin-like receptors)","4.090e-02","142","Ackr3, Adra2c, Agtr1a, Avpr1a, Avpr2, C3, C3ar1, C5ar1, Cck, Ccl11, Ccl17, Ccl19, Ccl20, Ccl21a, Ccl22, Ccl5, Ccr10, Ccr4, Ccr7, Chrm5, Cmklr1, Cnr1, Cnr2, Cxcl12, Cxcl16, Cxcl2, Cxcr1, Cxcr2, Cxcr3, Cxcr4, Cxcr6, Cysltr1, Cysltr2, Edn2, F2r, F2rl3, Ffar2, Fpr2, Fshr, Galr3, Gpbar1, Gpr132, Gpr143, Gpr183, Gpr55, Gpr65, Gpr68, Hc, Hrh1, Hrh3, Hrh4, Htr1f, Htr2c, Htr7, Insl5, Lpar3, Lpar5, Lpar6, Ltb4r1, Mtnr1a, Nmur1, Npff, Npffr1, Npw, Opn1sw, Oprk1, Oprm1, P2ry1, P2ry10, P2ry6, Penk, Pf4, Plppr2, Ppbp, Psap, Ptafr, Ptger1, Ptgfr, Ptgir, Qrfpr, Rho, Rln3, S1pr3, S1pr4, Tac1, Tac2, Trhr, Uts2, Xcl1"
"FCERI mediated Ca+2 mobilization","4.090e-02","27","Calm2, Calm3, Grb2, Itk, Lat, Plcg1, Ppp3r1, Sos1, Syk, Txk, Vav2"
"The citric acid (TCA) cycle and respiratory electron transport","4.109e-02","138","Aco2, Atp5j, Atp5k, Atp5o, Coq10a, Cox11, Cox6a1, Cox7b, Cox7c, Cox8a, Cyc1, Dlat, Dld, Dlst, Ecsit, Etfb, Hagh, Idh3a, Idh3b, Idh3g, L2hgdh, Ldha, Ldhb, Lrpprc, Mdh2, Ndufa1, Ndufa10, Ndufa12, Ndufa13, Ndufa3, Ndufa5, Ndufa7, Ndufa8, Ndufa9, Ndufaf1, Ndufaf3, Ndufaf4, Ndufb2, Ndufb6, Ndufs4, Ndufs6, Ndufv1, Ogdh, Pdha1, Pdhx, Pdk2, Pm20d1, Ppard, Sco1, Sdha, Sdhc, Sucla2, Uqcrfs1, Vdac1"
"Antigen processing-Cross presentation","4.162e-02","75","B2m, Cyba, Cybb, H2-K1, H2-M2, H2-M3, H2-Q6, H2-Q7, Ncf1, Ncf2, Pdia3, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmd6, Psmd8, Tap1, Tap2, Tapbp, Vamp3"
"Signaling by GPCR","4.162e-02","349","Adcy7, Adgre5, Akt2, Akt3, Arhgef1, Arhgef19, Arhgef2, Arhgef25, Arhgef6, Arrb2, C3, C3ar1, Calm2, Calm3, Cck, Ccl11, Ccl17, Ccl20, Ccl21a, Ccr4, Ccr7, Cdc42, Cmklr1, Cnr2, Cxcl16, Cxcl2, Cxcr2, Cxcr3, Cxcr4, Cxcr6, Cysltr1, Cysltr2, Daglb, Dgke, Dgki, F2r, Ffar2, Fgd2, Fpr2, Gna12, Gnai2, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng2, Gngt2, Gpr132, Gpr183, Gpr55, Gpr65, Gpr68, Gpsm3, Grb2, Grk2, Grk3, Htr7, Itgb1, Itpr1, Itpr3, Lpar5, Lpar6, Ltb4r1, Mapk3, Mapk7, Mgll, Nmur1, P2ry1, P2ry10, Pcp2, Pde1b, Pde1c, Pde2a, Pde3b, Pde4b, Pde4c, Pdpk1, Penk, Pf4, Pik3ca, Pik3r5, Plekhg2, Plppr2, Ppp2ca, Prex1, Prkaca, Prkacb, Prkar1a, Prkcd, Prkch, Psap, Ptger1, Ptgfr, Ramp1, Ramp3, Rgs14, Rgs16, Rgs19, Rgs2, Rgs20, Rgs3, Rhoa, S1pr4, Sctr, Sos1, Uts2, Vav2, Xcl1"
"ER to Golgi Anterograde Transport","4.285e-02","124","Actr10, Actr1a, Ankrd28, Areg, Arf3, Arf5, Arfgap2, Bet1l, Cd55, Cog5, Cog6, Cog7, Cog8, Copz1, Csnk1d, Dctn3, Dctn5, Dync1i2, Dync1li2, F5, Gbf1, Gosr1, Mia3, Nsf, Ppp6r3, Rab1a, Sec13, Sec16b, Sec22b, Sec23a, Sec24c, Sec31a, Sptbn1, Stx5a, Tmed9, Trappc10, Trappc6a, Trappc6b, Trappc9, Tubb2b, Tubb6"
"Membrane Trafficking","4.285e-02","476","Aak1, Acbd3, Actr10, Actr1a, Actr3, Ankrd27, Ankrd28, Ap1b1, App, Areg, Arf3, Arf5, Arfgap2, Arfrp1, Arl1, Arrb1, Bet1l, Bloc1s1, Bnip1, Btc, Cenpe, Cftr, Chmp2a, Chmp4c, Chmp5, Chmp7, Cltb, Cltc, Cog5, Cog6, Cog7, Cog8, Cops5, Copz1, Csnk1d, Dennd1a, Dennd5b, Dnm2, Dtnbp1, Dync1i2, Dync1li2, Epn2, Eps15, F5, Gabarapl2, Gbf1, Gns, Golga1, Golga4, Gosr1, Hbegf, Hgs, Kif12, Kif13b, Kif16b, Kif18a, Kif1b, Kif21a, Kif23, Kif2c, Kif3a, Kif5b, Klc4, Ldlr, Mia3, Mvb12a, Nedd8, Nsf, Optn, Pla2g4a, Pla2g6, Plin3, Ppp6r3, Rab10, Rab11a, Rab13, Rab14, Rab1a, Rab27b, Rab35, Rab38, Rab5b, Rab6a, Rab8a, Rabgap1, Reps2, Sec13, Sec16b, Sec22b, Sec24c, Sec31a, Sh3d19, Sh3kbp1, Sort1, Sptbn1, Stam2, Stx4a, Stx5a, Stx6, Surf4, Tbc1d7, Tfrc, Tgoln1, Tjp1, Tmed9, Tmf1, Tpd52, Tpd52l1, Trappc10, Trappc6a, Trappc6b, Trappc9, Trip11, Tsg101, Tubb6, Ubqln2, Vamp2, Vps28, Vps37c, Vps4b, Vps51, Vps53, Vta1, Vti1a, Yipf6, Ywhae"
"Developmental Biology","4.312e-02","295","Abl1, Actg1, Actr2, Adam23, Akt2, Akt3, Ap2a2, Ap2m1, Aph1a, Arpc5, Cd72, Cdc42, Cdon, Col3a1, Col5a1, Col6a1, Col6a5, Cxcr4, Dag1, Dok2, Dpysl2, Efnb2, Epha2, Evl, Gab1, Grb2, Hsp90aa1, Irs2, Itgb1, Itgb3, Jup, Klk14, Krt1, Krt13, Krt4, Krt78, Krt80, Lipk, Mapk3, Mapk7, Mef2d, Mmp2, Msn, Ncstn, Nrp1, Perp, Pfn1, Pik3ca, Pik3cd, Pip5k1c, Plcg1, Plxna1, Plxnc1, Plxnd1, Prkaca, Prkacb, Psen2, Psenen, Ptprc, Rara, Rdx, Rhoa, Sema4a, Sema6d, Sos1, St8sia4, Trem2, Tuba1a, Tuba1c, Tubb4b, Tyrobp, Ubc, Usp33, Vav2"
"Beta-catenin independent WNT signaling","4.400e-02","102","Ap2a2, Ap2m1, Arrb2, Calm2, Calm3, Daam1, Dvl2, Fzd4, Fzd5, Gnb1, Gnb2, Gng10, Gng11, Gng2, Gngt2, Nlk, Pfn1, Ppp3r1, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmd6, Psmd8, Rac2, Rhoa, Smurf1, Ubc"
"Regulation of insulin secretion","4.414e-02","45","Acsl3, Acsl4, Cacnb3, Gnai2, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng2, Gngt2, Itpr1, Marcks, Prkaca, Prkacb, Rap1a"
"Integration of energy metabolism","4.502e-02","59","Acsl3, Acsl4, Adipor1, Cacnb3, Fasn, Gnai2, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng2, Gngt2, Itpr1, Marcks, Prkab2, Prkaca, Prkacb, Prkag2, Prkar1a, Rap1a"
"Molecules associated with elastic fibres","4.505e-02","25","Bmp2, Bmp4, Efemp2, Eln, Fbn1, Itga8, Itgb1, Itgb3, Ltbp4, Mfap4, Tgfb1, Tgfb2"
"Class B/2 (Secretin family receptors)","4.509e-02","29","Adgre5, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng2, Gngt2, Ramp1, Ramp3, Sctr"
"Clathrin-mediated endocytosis","4.515e-02","117","Actg1, Actr2, Agfg1, Ap2a2, Ap2m1, Arpc5, Arrb2, Cd3d, Cd3g, Cops6, Dvl2, Epn1, Fcho1, Fcho2, Fnbp1, Fzd4, Gak, Grb2, Grk2, Grk3, Hip1, Hspa8, Il7r, Necap2, Pik3c2a, Pip5k1c, Ston2, Tor1b, Trf, Trip10, Ubc, Vamp3"
"ECM proteoglycans","4.678e-02","32","Bgn, Col1a1, Col1a2, Col3a1, Col5a1, Col6a1, Col6a5, Itgax, Itgb1, Itgb3"
"Fc epsilon receptor (FCERI) signaling","4.795e-02","109","Bcl10, Calm2, Calm3, Grb2, Ikbkg, Itk, Lat, Mapk3, Nfkb1, Pdpk1, Pik3ca, Plcg1, Ppp3r1, Psma1, Psma6, Psmb4, Psmb8, Psmb9, Psmc4, Psmd6, Psmd8, Rac1, Rela, Sos1, Syk, Tab2, Traf6, Txk, Ubc, Ube2d2a, Vav2"
"CaM pathway","4.823e-02","21","Adcy7, Calm2, Calm3, Grk2, Pde1b, Pde1c, Prkaca, Prkacb, Prkar1a, Prkcd"
"Calmodulin induced events","4.823e-02","21","Adcy7, Calm2, Calm3, Grk2, Pde1b, Pde1c, Prkaca, Prkacb, Prkar1a, Prkcd"
