"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"CLEC7A (Dectin-1) signaling","3.551e-05","83","Calm1, Calm2, Map3k14, Nfkb2, Nfkbia, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Src, Tab2, Ubc, Ube2m, Ube2v1"
"PTEN Regulation","3.551e-05","102","Akt1, Cbx2, Chd4, Csnk2a1, Csnk2b, Gatad2a, Hdac2, Lamtor3, Nedd4, Phc1, Phc2, Pml, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rheb, Rraga, Rragc, Tnks, Ubc"
"RHO GTPase Effectors","3.590e-05","213","Actg1, Actr2, Actr3, Arpc1a, Arpc1b, Arpc5, Baiap2, Brk1, Calm1, Calm2, Cdc42, Cdh1, Cenpa, Cenpc1, Ctnna1, Cyba, Cyfip1, Daam1, Diaph1, Dvl2, Dvl3, Dync1i2, Dynll1, Dynll2, Evl, Grb2, Iqgap2, Klc4, Limk1, Mapk3, Mapre1, Men1, Mrtfa, Myh14, Myh9, Myl6, Nckap1, Ndel1, Pak2, Pfn1, Pik3c3, Pkn1, Ppp1cb, Ppp1r12a, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Rac1, Rangap1, Rhoa, Rhob, Rhod, Rhpn2, Sfn, Spc24, Src, Srf, Tax1bp3, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ywhab, Ywhah, Ywhaz, Zw10"
"Regulation of RUNX2 expression and activity","4.551e-05","47","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Nervous system development","4.726e-05","218","Actg1, Actr2, Actr3, Ap2s1, Arpc1a, Arpc1b, Arpc5, Cdc42, Cltc, Csnk2a1, Csnk2b, Dag1, Dok1, Dok4, Efna1, Efna5, Efnb1, Epha1, Epha2, Ephb3, Evl, Ezr, Frs2, Git1, Grb2, Grb7, Hsp90aa1, Hsp90ab1, Irs2, Itga5, Itgb1, Kras, Limk1, Lypla2, Map2k1, Map2k2, Mapk1, Mapk13, Mapk3, Mapk8, Nck2, Ncstn, Pak2, Pfn1, Pik3cb, Pik3r2, Plxnd1, Psen2, Psenen, Rac1, Rasa1, Rhoa, Rhob, Sdcbp, Sema3e, Sema4a, Sema7a, Sh3gl2, Sh3kbp1, Slit3, Src, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Vasp"
"Signaling by WNT","5.514e-05","191","Akt1, Ap2s1, Ash2l, Bcl9l, Calm1, Calm2, Cby1, Cltb, Cltc, Csnk2a1, Csnk2b, Ctbp2, Daam1, Dvl2, Dvl3, Fzd1, Gnb1, Gnb2, Gng12, Kras, Leo1, Lrp5, Men1, Nlk, Pfn1, Pip5k1b, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rac1, Rhoa, Smurf1, Tnks, Ubc, Ywhaz"
"Transcriptional regulation by RUNX3","6.786e-05","71","Maml1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rbpj, Smurf1, Snw1, Src, Tead3, Ubc"
"TCF dependent signaling in response to WNT","7.010e-05","130","Akt1, Ash2l, Bcl9l, Cby1, Csnk2a1, Csnk2b, Dvl2, Dvl3, Fzd1, Leo1, Lrp5, Men1, Pip5k1b, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tnks, Ubc, Ywhaz"
"Chemokine receptors bind chemokines","7.216e-05","29","Ackr2, Ccl12, Ccl17, Ccl25, Ccl7, Ccr4, Ccr5, Cxcl1, Cxcl13, Cxcl2, Cxcl3, Cxcl5, Cxcl9, Cxcr4"
"Mitochondrial biogenesis","7.216e-05","22","Acss2, Atp5a1, Atp5b, Atp5c1, Atp5d, Atp5e, Atp5g3, Atp5j, Atp5j2, Atp5k, Atp5l, Atp5o, Glud1, Idh2, Sod2"
"Transport to the Golgi and subsequent modification","7.216e-05","151","Ankrd28, Arcn1, Areg, Arf1, Arf3, Arf4, Arf5, B4galt1, B4galt5, Capzb, Cd55, Cog2, Copa, Copb1, Cope, Copg1, Copz1, Ctsz, Dctn2, Dctn3, Dctn5, Dctn6, Dync1i2, Dynll1, Dynll2, Gbf1, Golga2, Kdelr1, Kdelr2, Lman1, Lman2, Lman2l, Man2a1, Mgat1, Mgat2, Mgat4b, Mia3, Napg, Ppp6c, Ppp6r1, Rab1a, Rab1b, Sar1b, Sec24b, Sec24d, Tbc1d20, Tfg, Tgfa, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Trappc10, Trappc4, Trappc6a, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"PIP3 activates AKT signaling","7.646e-05","198","Akt1, Areg, Cbx2, Cdkn1a, Chd4, Csnk2a1, Csnk2b, Erbb3, Foxo3, Frs2, Gatad2a, Grb2, Hbegf, Hdac2, Il33, Irs2, Lamtor3, Mapk1, Mapk3, Mapkap1, Myd88, Nedd4, Nr4a1, Phc1, Phc2, Pik3cb, Pik3r2, Pip4k2c, Pip5k1b, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rac1, Rheb, Rraga, Rragc, Src, Tgfa, Tnks, Ubc"
"FCERI mediated NF-kB activation","7.887e-05","69","Nfkbia, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tab2, Ubc, Ube2v1"
"Orc1 removal from chromatin","7.887e-05","61","Ccna2, Cdk2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Cyclin A:Cdk2-associated events at S phase entry","8.072e-05","65","Akt1, Ccna2, Cdk2, Cdkn1a, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Wee1"
"Neutrophil degranulation","8.412e-05","398","Actr1b, Actr2, Adgre5, Agpat2, Alad, Aldoa, Anxa2, Apeh, Arl8a, Arpc5, Asah1, Atp6v0c, B2m, B4galt1, Bri3, Bst2, C3, Cab39, Cant1, Cap1, Cct8, Cd55, Cd63, Ckap4, Cmtm6, Commd9, Copb1, Cotl1, Cpne3, Cr1l, Csnk2b, Cst3, Cstb, Ctsb, Ctsd, Ctsh, Ctsz, Cyba, Cyfip1, Dera, Diaph1, Dsp, Dynll1, Eef1a1, Fabp5, Gdi2, Ggh, Golga7, Gsn, Gstp1, H2-K1, H2-Q4, H2-Q6, H2-Q7, H2-T23, Hbb-bs, Hsp90aa1, Hsp90ab1, Hspa1b, Hspa8, Idh1, Igf2r, Impdh2, Iqgap2, Ist1, Jup, Lamtor3, Magt1, Mapk1, Mvp, Naprt, Ncstn, Ndufc2, Pa2g4, Pfkl, Pgam1, Pgm1, Pgm2, Pgrmc1, Pkm, Plaur, Pnp, Ppia, Ppie, Psmb7, Psmc2, Psmc3, Psmd13, Psmd14, Psmd3, Psmd6, Qsox1, Rab10, Rab14, Rab18, Rab27a, Rab3d, Rab5c, Rab7, Rac1, Rap1a, Rap2b, Rap2c, Rhoa, Rhof, S100a11, Sdcbp, Serpinb1a, Serpinb6a, Slpi, Surf4, Syngr1, Tmbim1, Tollip, Tubb4b, Txndc5, Vamp8, Vapa, Vat1, Vcp"
"Axon guidance","8.968e-05","217","Actg1, Actr2, Actr3, Ap2s1, Arpc1a, Arpc1b, Arpc5, Cdc42, Cltc, Csnk2a1, Csnk2b, Dag1, Dok1, Dok4, Efna1, Efna5, Efnb1, Epha1, Epha2, Ephb3, Evl, Ezr, Frs2, Git1, Grb2, Grb7, Hsp90aa1, Hsp90ab1, Irs2, Itga5, Itgb1, Kras, Limk1, Lypla2, Map2k1, Map2k2, Mapk1, Mapk13, Mapk3, Mapk8, Nck2, Ncstn, Pak2, Pfn1, Pik3cb, Pik3r2, Plxnd1, Psen2, Psenen, Rac1, Rasa1, Rhoa, Rhob, Sdcbp, Sema3e, Sema4a, Sema7a, Sh3gl2, Sh3kbp1, Slit3, Src, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Vasp"
"MAPK family signaling cascades","1.059e-04","243","Abhd17a, Actg1, Areg, Brap, Calm1, Calm2, Ccnd3, Cdc42, Cnksr2, Dusp1, Dusp10, Dusp4, Dusp5, Erbb3, Etv4, Foxo3, Frs2, Golga7, Grb2, Hbegf, Il6ra, Irs2, Jak3, Kbtbd7, Kras, Lamtor3, Map2k1, Map2k2, Map3k11, Mapk1, Mapk3, Pak2, Pea15a, Pik3cb, Pik3r2, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ptpn3, Rac1, Raf1, Ralgds, Rap1a, Rasa1, Shoc2, Src, Tgfa, Tyk2, Ubc, Ywhab"
"Signaling by the B Cell Receptor (BCR)","1.482e-04","92","Calm1, Calm2, Fkbp1a, Grb2, Itpr3, Kras, Nfkbia, Nfkbib, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Sh3kbp1, Stim1, Ubc"
"COPI-mediated anterograde transport","1.507e-04","82","Arcn1, Arf1, Arf3, Arf4, Arf5, Capzb, Cd55, Copa, Copb1, Cope, Copg1, Copz1, Dctn2, Dctn3, Dctn5, Dctn6, Dync1i2, Dynll1, Dynll2, Golga2, Kdelr1, Kdelr2, Napg, Rab1a, Rab1b, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"Pyruvate metabolism and Citric Acid (TCA) cycle","1.646e-04","44","Dlat, Dld, Dlst, Fh1, Glo1, Idh2, Idh3a, Idh3b, Idh3g, Ldha, Mdh2, Me1, Me2, Ogdh, Pdha1, Pdhb, Pdhx, Pdk2, Pdk4, Pdp2, Ppard, Rxra, Sdha, Sdhb, Sdhc, Sdhd, Suclg1, Suclg2"
"Downstream TCR signaling","1.786e-04","75","Nfkbia, Pik3cb, Pik3r2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tab2, Ubc, Ube2v1"
"ECM proteoglycans","2.084e-04","31","Bgn, Col1a1, Col1a2, Col3a1, Col5a3, Dcn, Fn1, Itga2, Itga9, Itgax, Itgb6, Tnn"
"APC/C:Cdc20 mediated degradation of Securin","2.719e-04","61","Anapc2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Pttg1, Ubc"
"Autodegradation of Cdh1 by Cdh1:APC/C","2.727e-04","59","Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Metabolism of amino acids and derivatives","2.727e-04","190","Asns, Bcat2, Ckmt1, Ethe1, Gldc, Glud1, Got1, Got2, Gpt, Gpt2, Ido1, Iyd, Lias, Mpst, Ndufab1, Oaz1, Odc1, Ogdh, Pdha1, Pdhx, Phykpl, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Scly, Sdsl, Sephs2, Serinc2, Serinc3, Shmt1, Slc25a10, Slc25a13, Sqor, Suox, Tst"
"Complex I biogenesis","2.776e-04","48","Ndufa10, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa6, Ndufa7, Ndufa8, Ndufab1, Ndufaf4, Ndufb10, Ndufb2, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufb9, Ndufc1, Ndufc2, Ndufs2, Ndufs3, Ndufs4, Ndufs5, Ndufs6, Ndufs7, Ndufs8, Ndufv1, Ndufv2, Ndufv3"
"RUNX1 regulates transcription of genes involved in differentiation of HSCs","2.808e-04","57","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Autophagy","3.043e-04","108","Atg101, Atg16l1, Atg3, Atg9a, Atg9b, Becn1, Chmp2a, Chmp2b, Chmp3, Chmp4b, Chmp4c, Csnk2a1, Csnk2b, Dync1i2, Dynll1, Dynll2, Gabarap, Gabarapl2, Lamtor2, Lamtor3, Map1lc3a, Map1lc3b, Mfn2, Park7, Pex5, Pik3c3, Prkag1, Rheb, Rraga, Rragc, Sqstm1, Src, Tomm22, Tomm40, Tomm5, Tomm6, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Ube2v1, Ulk1, Vim, Wipi2"
"MAPK1/MAPK3 signaling","3.043e-04","224","Abhd17a, Actg1, Areg, Brap, Calm1, Calm2, Cnksr2, Dusp1, Dusp10, Dusp4, Dusp5, Erbb3, Frs2, Golga7, Grb2, Hbegf, Il6ra, Irs2, Jak3, Kbtbd7, Kras, Lamtor3, Map2k1, Map2k2, Map3k11, Mapk1, Mapk3, Pea15a, Pik3cb, Pik3r2, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ptpn3, Raf1, Ralgds, Rap1a, Rasa1, Shoc2, Src, Tgfa, Tyk2, Ubc, Ywhab"
"Macroautophagy","3.043e-04","108","Atg101, Atg16l1, Atg3, Atg9a, Atg9b, Becn1, Chmp2a, Chmp2b, Chmp3, Chmp4b, Chmp4c, Csnk2a1, Csnk2b, Dync1i2, Dynll1, Dynll2, Gabarap, Gabarapl2, Lamtor2, Lamtor3, Map1lc3a, Map1lc3b, Mfn2, Park7, Pex5, Pik3c3, Prkag1, Rheb, Rraga, Rragc, Sqstm1, Src, Tomm22, Tomm40, Tomm5, Tomm6, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Ube2v1, Ulk1, Vim, Wipi2"
"C-type lectin receptors (CLRs)","3.519e-04","96","Calm1, Calm2, Kras, Map3k14, Nfkb2, Nfkbia, Pak2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Raf1, Src, Tab2, Ubc, Ube2m, Ube2v1"
"G2/M Transition","3.531e-04","160","Ccna2, Ccnb2, Cdk2, Cdkn1a, Dctn2, Dctn3, Dync1i2, Dynll1, Fkbpl, Haus7, Haus8, Hmmr, Hsp90aa1, Hsp90ab1, Mapre1, Phlda1, Ppp1cb, Ppp1r12a, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prkar2b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rab8a, Ssna1, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Wee1"
"CDK-mediated phosphorylation and removal of Cdc6","3.907e-04","64","Ccna2, Cdk2, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Citric acid cycle (TCA cycle)","4.058e-04","20","Dld, Dlst, Fh1, Idh2, Idh3a, Idh3b, Idh3g, Mdh2, Me2, Ogdh, Sdha, Sdhb, Sdhc, Sdhd, Suclg1, Suclg2"
"Golgi-to-ER retrograde transport","4.446e-04","110","Arcn1, Arf1, Arf3, Arf4, Arf5, Capzb, Copa, Copb1, Cope, Copg1, Copz1, Dctn3, Dctn5, Dctn6, Dync1i2, Dynll1, Dynll2, Galnt1, Galnt2, Kdelr2, Kif13b, Kif16b, Kif1c, Klc4, Napg, Pla2g6, Rab18, Rab1a, Rab1b, Surf4, Tmed10, Tmed2, Tmed7, Tmed9, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Zw10"
"Gluconeogenesis","4.547e-04","26","Aldoa, Fbp2, Got1, Got2, Mdh1, Mdh2, Pgam1, Pgk1, Slc25a1, Slc25a10, Slc25a11, Slc25a13, Slc37a1, Slc37a4, Tpi1"
"TCR signaling","4.547e-04","90","Nfkbia, Pak2, Pik3cb, Pik3r2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tab2, Ubc, Ube2v1"
"Formation of the cornified envelope","4.838e-04","39","Dsc2, Dsg2, Dsp, Evpl, Jup, Krt18, Krt19, Krt20, Krt23, Krt7, Krt78, Krt8, Krt80, Perp, Rptn"
"Keratinization","4.838e-04","39","Dsc2, Dsg2, Dsp, Evpl, Jup, Krt18, Krt19, Krt20, Krt23, Krt7, Krt78, Krt8, Krt80, Perp, Rptn"
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","5.033e-04","67","Anapc2, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Pttg1, Ubc"
"Clathrin-mediated endocytosis","5.646e-04","120","Actg1, Actr2, Actr3, Ap2s1, Areg, Arf6, Arpc1a, Arpc5, Cltb, Cltc, Cops4, Cops6, Cops7a, Dvl2, Epn1, Grb2, Hbegf, Hip1r, Hspa8, Igf2r, Ldlr, Ldlrap1, Lrp2, Necap2, Nedd8, Pacsin3, Pik3c2a, Rab5c, Sh3gl2, Sh3kbp1, Snx9, Ston1, Ston2, Tgfa, Tgoln1, Tor1a, Trip10, Ubc, Ubqln1, Vamp3, Vamp8"
"Hedgehog 'on' state","5.646e-04","72","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Smurf1, Ubc"
"Mitotic G2-G2/M phases","5.646e-04","162","Ccna2, Ccnb2, Cdk2, Cdkn1a, Dctn2, Dctn3, Dync1i2, Dynll1, Fkbpl, Haus7, Haus8, Hmmr, Hsp90aa1, Hsp90ab1, Mapre1, Phlda1, Ppp1cb, Ppp1r12a, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prkar2b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rab8a, Ssna1, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Wee1"
"RAF activation","5.646e-04","32","Brap, Calm1, Calm2, Kras, Map2k1, Map2k2, Map3k11, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Raf1, Shoc2, Src, Ywhab"
"Signaling by NTRKs","5.646e-04","68","Ap2s1, Atf1, Chd4, Cltc, Dusp4, Frs2, Grb2, Irs2, Kidins220, Kras, Map2k1, Map2k2, Mapk1, Mapk3, Mapkapk2, Pcsk6, Pik3cb, Pik3r2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rac1, Ralgds, Rap1a, Rhoa, Sh3gl2, Src, Srf, Ywhab"
"EPH-Ephrin signaling","5.905e-04","55","Actg1, Actr2, Actr3, Aph1a, Arpc1a, Arpc1b, Arpc2, Arpc5, Cdc42, Efna1, Efna5, Efnb1, Efnb2, Epha1, Epha2, Ephb3, Git1, Nck2, Ncstn, Pak2, Psen2, Psenen, Rac1, Rasa1, Rhoa, Rock2, Sdcbp, Src"
"Intracellular signaling by second messengers","6.082e-04","224","Akt1, Areg, Calm1, Calm2, Cbx2, Cdkn1a, Chd4, Csnk2a1, Csnk2b, Erbb3, Foxo3, Frs2, Gatad2a, Grb2, Hbegf, Hdac2, Il33, Irs2, Lamtor3, Mapk1, Mapk3, Mapkap1, Myd88, Nedd4, Nr4a1, Phc1, Phc2, Pik3cb, Pik3r2, Pip4k2c, Pip5k1b, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rac1, Rheb, Rraga, Rragc, Src, Tgfa, Tnks, Ubc"
"Metabolism of lipids","6.242e-04","483","Aacs, Abhd4, Acaa2, Acacb, Acadl, Acadm, Acot11, Acot13, Acot7, Acox1, Acp6, Acsl3, Acsl5, Agpat1, Agpat2, Agpat4, Akr1b8, Akr1c14, Aldh3a2, Aldh3b2, Arf1, Arf3, Asah1, Cbr1, Cers5, Cidec, Cpne3, Cpt2, Csnk2a1, Csnk2b, Ddhd1, Degs2, Dgat2, Dhcr24, Ebp, Elovl7, Ephx2, Esyt1, Etnk1, Fa2h, Fabp4, Fabp5, Fasn, Fdft1, Fdx2, Fig4, Galc, Gde1, Gpd1l, Gpd2, Gpx1, Gpx2, Hadha, Hadhb, Helz2, Hilpda, Hpgd, Idi1, Inppl1, Lpcat3, Lpcat4, Mapkapk2, Mboat2, Mboat7, Mid1ip1, Mogat1, Mogat2, Mtmr4, Mtmr9, Ndufab1, Osbp, Pcyt1a, Phyh, Pi4k2a, Pias4, Pik3c2a, Pik3c3, Pik3cb, Pik3r2, Pip4k2c, Pip5k1b, Pitpnb, Pla2g10, Pla2g1b, Pla2g6, Plekha3, Plpp2, Pmvk, Pnpla2, Pon2, Ppard, Ptdss1, Rab14, Rufy1, Rxra, Samd8, Sgms2, Sgpp1, Slc25a1, Smarcd3, Sphk2, Spns2, Sptlc2, Sptssb, Srebf1, Stard10, Stard5, Sumf2, Tspo, Ugcg"
"APC/C:Cdc20 mediated degradation of mitotic proteins","7.326e-04","66","Anapc2, Ccna2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Pttg1, Ubc"
"Asparagine N-linked glycosylation","8.817e-04","224","Alg14, Alg3, Arcn1, Areg, Arf1, Arf3, Arf4, Arf5, B4galt1, B4galt5, Calr, Capzb, Cd55, Cmas, Copa, Copb1, Cope, Copg1, Copz1, Ctsz, Dctn2, Dctn3, Dctn5, Dctn6, Dolk, Dpm3, Dync1i2, Dynll1, Dynll2, Fpgt, Gmds, Golga2, Kdelr1, Kdelr2, Lman1, Lman2, Man2a1, Mgat1, Mgat2, Mgat4b, Mia3, Nagk, Napg, Nus1, Pmm1, Ppp6r1, Rab1a, Rab1b, Sec24b, Sec24d, Slc35c1, St3gal1, Tbc1d20, Tfg, Tgfa, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Trappc10, Trappc4, Trappc6a, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Ubxn1, Vcp"
