"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Deadenylation-dependent mRNA decay","3.399e-02","51","Cnot10, Cnot2, Cnot4, Cnot6, Cnot7, Ddx6, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Exosc5, Exosc9, Lsm2, Lsm4, Paip1, Patl1, Tnks1bp1, Wdr61"
"Cholesterol biosynthesis","3.474e-02","26","Dhcr24, Fdft1, Fdps, Hmgcr, Hmgcs1, Lbr, Lss, Mvd, Mvk, Plpp6, Pmvk, Sc5d, Sqle, Srebf1, Srebf2"
"Dual incision in TC-NER","3.474e-02","57","Aqr, Cul4a, Ep300, Ercc2, Ercc3, Ercc4, Gtf2h4, Pole4, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ppie, Rbx1, Rfc4, Rfc5, Tcea1, Usp7, Xab2"
"Golgi-to-ER retrograde transport","3.474e-02","112","Actr10, Arf1, Arf5, Bicd1, Bicd2, Copa, Copb1, Cope, Copg1, Dctn1, Dctn6, Dync1h1, Dynll1, Kdelr1, Kdelr2, Kif13b, Kif16b, Kif18a, Kif1c, Napg, Pafah1b3, Pla2g4a, Rab1b, Rab6a, Tmed10, Tmed3, Tmed7, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Use1"
"TP53 Regulates Metabolic Genes","3.480e-02","63","Cox6b1, Cox7a2l, Cox7b, Cox7c, G6pdx, Gpx2, Lamtor3, Prdx1, Rraga, Tigar, Txn1, Ywhaq"
"Antigen processing-Cross presentation","4.043e-02","72","B2m, Calr, H2-K1, H2-Q6, H2-Q7, Mrc1, Ncf2, Pdia3, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Stx4a, Tap1, Tapbp, Vamp8"
"Class I MHC mediated antigen processing & presentation","4.043e-02","296","Anapc11, Anapc13, Anapc2, Anapc5, Arel1, Asb6, Atg7, B2m, Btbd6, Calr, Cdc23, Cdc27, Cdc34, Cul2, Cul5, Det1, Dtx3l, Elob, Eloc, Erap1, Fbxl12, Fbxl14, Fbxl4, Fbxl8, Fbxo31, Fbxo9, Fbxw5, Fbxw9, Fzr1, Glmn, H2-K1, H2-Q6, H2-Q7, Herc6, Hspa5, Kbtbd7, Keap1, Klhl11, Klhl42, Mex3c, Mrc1, Ncf2, Nedd4, Pdia3, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Rbx1, Rnf138, Rnf220, Sec24a, Sec24c, Socs1, Stx4a, Tap1, Tap2, Tapbp, Trim36, Trim37, Uba1, Uba7, Ube2d1, Ube2e1, Ube2e2, Ube2e3, Ube2f, Ube2g2, Ube2n, Ube2q1, Ube2w, Ube2z, Ube3a, Ufl1, Vamp8"
"Deubiquitination","4.043e-02","210","Actg1, Actl6a, Adrm1, Arrb1, Bap1, Birc3, Brcc3, Cdc20, Cdc25a, Cdk1, Ddb2, Ddx58, Ep300, Fkbp8, Foxk1, Hgs, Ifih1, Ino80, Ino80b, Ino80d, Josd1, Kat2a, Kdm1b, Keap1, Mcrs1, Mdm4, Nedd8, Nfrkb, Otub1, Otud3, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb5, Psmb6, Psmb9, Psmc5, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd5, Psmd9, Psme2b, Psme3, Rad23a, Rad23b, Rce1, Rhoa, Rnf123, Smad2, Smad4, Smad7, Stam2, Tada3, Taf10, Tomm70a, Traf6, Ube2d1, Usp12, Usp14, Usp15, Usp16, Usp18, Usp19, Usp22, Usp24, Usp28, Usp47, Usp48, Usp5, Usp7, Vcp, Vcpip1, Vdac2, Vdac3, Yod1, Yy1"
"Signaling by ERBB2","4.043e-02","41","Egf, Erbb3, Erbin, Fyn, Grb2, Matk, Nrg1, Pik3ca, Prkce, Ptk6, Shc1, Src, Stub1, Usp8, Yes1"
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","4.139e-02","65","Anapc11, Anapc2, Anapc5, Cdc23, Cdc27, Cdk1, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"Cdc20:Phospho-APC/C mediated degradation of Cyclin A","4.139e-02","64","Anapc11, Anapc2, Anapc5, Cdc23, Cdc27, Cdk1, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"Regulation of mRNA stability by proteins that bind AU-rich elements","4.215e-02","77","Eif4g1, Exosc5, Exosc9, Hnrnpd, Hspa8, Hspb1, Khsrp, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd9, Psme2b, Psme3, Tnpo1, Xpo1, Ywhab, Ywhaz"
"Degradation of the extracellular matrix","4.558e-02","71","A2m, Adam10, Adam8, Capn13, Capn2, Capn3, Capn5, Capn7, Capns1, Cd44, Cma1, Col11a2, Col12a1, Col15a1, Col4a1, Col4a2, Col4a6, Col5a2, Col6a1, Col6a5, Col6a6, Col7a1, Ctrb1, Ctsb, Ctsd, Ctsk, Ctsl, Ctss, Fn1, Furin, Mmp11, Mmp12, Mmp14, Mmp17, Mmp24, Mmp25, Mmp9, Nid1, Phykpl, Scube1, Spock3, Timp1, Tmprss6"
"Gap-filling DNA repair synthesis and ligation in TC-NER","4.558e-02","56","Aqr, Cul4a, Ep300, Ercc2, Ercc3, Gtf2h4, Lig1, Pole4, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ppie, Rbx1, Rfc4, Rfc5, Tcea1, Usp7, Xab2"
