"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Transport to the Golgi and subsequent modification","1.869e-02","152","Actr1a, Arcn1, Areg, Arf1, Arf5, Arfgap2, Arfgap3, B4galt1, B4galt6, Bet1l, Capzb, Cd55, Cnih1, Cog2, Cog4, Cog6, Cog8, Copa, Copb1, Copb2, Csnk1d, Ctsc, Ctsz, Dctn3, Dctn4, Dctn6, Dync1h1, Dync1li1, Dync1li2, Dynll2, Fuca1, Golga2, Kdelr1, Lman1, Lman2, Lman2l, Man1a, Man1a2, Man2a1, Mgat1, Mgat2, Mgat4b, Mgat5, Ppp6r1, Preb, Rab1b, Scfd1, Sec16a, Sec22a, Sec22b, Tfg, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Trappc2l, Trappc5, Trappc6a, Trappc6b, Trappc9, Tuba1a, Tuba1c, Tubb4a, Tubb4b, Ykt6"
"Vesicle-mediated transport","1.869e-02","493","Aak1, Actg1, Actr1a, Actr2, Agpat3, Akt3, Ap1b1, Ap1g1, Ap1m2, Ap1s3, Ap2b1, Ap2m1, Apoa1, Apoe, Apol7a, Arcn1, Areg, Arf1, Arf5, Arf6, Arfgap2, Arfgap3, Arpc2, Arpc5, Bet1l, Bicd2, Bloc1s1, Bloc1s3, Bloc1s6, Calr, Capzb, Cbl, Cd36, Cd55, Chmp5, Chmp7, Cltb, Cnih1, Cog2, Cog4, Cog6, Cog8, Copa, Copb1, Cops5, Cops7a, Cops8, Csnk1d, Ctsc, Ctsz, Dctn3, Dctn4, Dctn6, Dennd2d, Dennd5a, Dync1h1, Dync1li1, Dync1li2, Dynll2, Egfr, Epn1, Eps15, Fcho2, Fzd4, Gabarap, Galnt2, Gcc1, Gdi1, Gjb1, Golga2, Hbegf, Hsp90b1, Hspa8, Igf2r, Kdelr1, Kif12, Kif13b, Kif21a, Kif23, Kif5b, Ldlr, Lman1, Lman2, Lman2l, Lrp1, M6pr, Madd, Map1lc3b, Mon1b, Mvb12b, Necap2, Nedd8, Ocrl, Pacsin2, Pafah1b3, Pik3c2a, Pla2g4a, Pla2g6, Ppp6r1, Preb, Rab14, Rab1b, Rab3gap2, Rab4a, Rab5b, Rab7, Rab8a, Rabgef1, Reps2, Rgp1, Scarb2, Scfd1, Scoc, Sec16a, Sec22a, Sec22b, Snap23, Snap29, Snapin, Snx2, Sort1, Sparc, Src, Ston2, Surf4, Sys1, Syt8, Tbc1d10a, Tbc1d17, Tbc1d8b, Tfg, Tgoln1, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Tmf1, Tor1a, Tor1b, Tpd52l1, Trappc13, Trappc2l, Trappc5, Trappc6a, Trappc6b, Trappc8, Trappc9, Trip11, Tsc1, Tuba1a, Tuba1c, Tubb4a, Tubb4b, Txndc5, Ubap1, Ubc, Ubqln1, Ubqln2, Ulk1, Vamp2, Vamp8, Vps36, Vps37b, Vps37c, Vps45, Vps51, Vps54, Vta1, Ykt6"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","1.993e-02","26","Calr, Canx, Erap1, H2-K1, H2-Q6, Hspa5, Pdia3, Tap1, Tap2, Tapbp"
"Signaling by Insulin receptor","1.993e-02","52","Atp6ap1, Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v1b2, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1, Fgf18, Insr, Irs1, Irs2, Mapk1, Mapk3, Pde3b, Pdpk1, Pik3cb, Pik3r1, Pik3r2, Pik3r4, Tcirg1"
"Extension of Telomeres","2.291e-02","43","Chtf18, Dscc1, Lig1, Pcna, Pola1, Prim2, Rfc2, Rfc5, Stn1, Terf2, Wrn"
"KEAP1-NFE2L2 pathway","2.307e-02","68","Akt3, Bach1, Cul1, Ep300, Gsk3b, Keap1, Map1lc3b, Mul1, Nfe2l2, Nploc4, Prdx1, Psma4, Psma6, Psmb3, Psmb5, Psmb6, Psmb9, Psmc2, Psmc4, Psmd11, Psmd12, Psmd14, Psmd8, Psmd9, Psme3, Psmf1, Sesn2, Sqstm1, Srxn1, Ubc, Ubxn7, Vcp"
"Developmental Biology","2.313e-02","272","Actg1, Actr2, Akt3, Ap2b1, Ap2m1, Aph1a, Arhgef28, Arpc1b, Arpc2, Arpc5, Cdc42, Cdkn1a, Col3a1, Col6a1, Ctnna1, Dag1, Dsg2, Dsp, Efnb1, Egfr, Epha2, Ephb3, Erbb2, Evl, Ezr, Farp2, Git1, Gsk3b, Hsp90aa1, Irs2, Itgb1, Jup, Kalrn, Kras, Krt18, Krt19, Krt20, Krt23, Krt8, Krt80, Map2k2, Mapk1, Mapk14, Mapk3, Mef2a, Mef2d, Msn, Ncam1, Nck2, Ncstn, Nfasc, Nrtn, Numb, Pak2, Pdlim7, Perp, Pfn1, Pik3cb, Pik3r1, Pik3r2, Pik3r3, Plcg1, Plxnb1, Plxnd1, Ppl, Prkaca, Prkacb, Psen2, Psenen, Rac1, Rdx, Rhoc, Rock2, Rxra, Sema3e, Sema7a, Smad4, Src, Tcf3, Tcf4, Trio, Tuba1a, Tuba1c, Tubb4b, Tyrobp, Ubc, Vav2"
"HDR through Single Strand Annealing (SSA)","2.365e-02","31","Atrip, Exo1, Rad51, Rad9b, Rbbp8, Rfc2, Rfc5, Rmi1, Top3a, Wrn"
"Iron uptake and transport","2.365e-02","43","Atp6ap1, Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v1b2, Atp6v1c1, Atp6v1d, Atp6v1e1, Atp6v1f, Atp6v1g1, Cand1, Cul1, Cybrd1, Hfe, Hmox2, Ireb2, Nedd8, Tcirg1, Ubc"
"Recycling pathway of L1","2.365e-02","29","Actg1, Ap2b1, Ap2m1, Ezr, Mapk1, Msn, Numb, Rdx, Src, Tuba1a, Tuba1c, Tubb4a, Tubb4b"
"Chromosome Maintenance","2.867e-02","63","Cenpk, Cenpm, Chtf18, Dscc1, Hjurp, Lig1, Pcna, Pola1, Prim2, Rfc2, Rfc5, Stn1, Terf2, Wrn"
"EPH-Ephrin signaling","2.867e-02","54","Actr2, Aph1a, Arhgef28, Arpc2, Arpc5, Cdc42, Efnb1, Epha2, Ephb3, Git1, Kalrn, Nck2, Ncstn, Pak2, Psen2, Psenen, Rac1, Rock2, Src, Vav2"
"DNA Double-Strand Break Repair","2.988e-02","105","Atrip, Brca2, Eme2, Eya3, Kdm4b, Mapk8, Nhej1, Palb2, Pcna, Pole3, Prkdc, Rad9b, Rbbp8, Rfc2, Rfc5, Rmi1, Rnf8, Tdp2, Timeless, Top3a, Uimc1, Wrn, Xrcc2, Xrcc6"
"Neddylation","2.988e-02","193","Ankrd9, Asb11, Asb13, Asb6, Asb8, Btbd1, Cand1, Cish, Commd4, Commd7, Commd8, Cops5, Cops7a, Cops8, Cul1, Cul2, Cul4b, Dcaf13, Dcaf4, Dcaf6, Dcaf7, Dcun1d5, Elob, Eloc, Fbxl14, Fbxl19, Fbxo21, Fbxo30, Fbxo31, Fbxo6, Fbxw11, Fbxw5, Fbxw7, Fbxw8, Fbxw9, Fem1a, Hif1a, Kbtbd7, Keap1, Klhl11, Klhl22, Klhl9, Lmo7, Lrrc41, Mul1, Nedd8, Nfe2l2, Nploc4, Nub1, Psma4, Psma6, Psmb3, Psmb5, Psmb6, Psmb9, Psmc2, Psmc4, Psmd11, Psmd12, Psmd14, Psmd8, Psmd9, Psme3, Psmf1, Senp8, Spsb2, Ubc, Ube2f, Ube2m, Ubxn7, Vcp, Wdr5, Wsb2"
"MHC class II antigen presentation","3.053e-02","91","Actr1a, Ap1b1, Ap1g1, Ap1s3, Ap2b1, Ap2m1, Arf1, Canx, Capzb, Cd74, Ctsa, Ctsb, Ctsc, Ctse, Ctsl, Dctn3, Dctn4, Dync1h1, Dync1li2, Dynll2, Ifi30, Kif23, Rab7, Tuba1c, Tubb4b"
"Telomere Maintenance","3.053e-02","45","Chtf18, Dscc1, Lig1, Pcna, Pola1, Prim2, Rfc2, Rfc5, Stn1, Terf2, Wrn"
"UCH proteinases","3.053e-02","71","Actg1, Actl6a, Asxl1, Asxl2, Bap1, Foxk2, Ino80, Ino80c, Ino80d, Mbd6, Mcrs1, Nedd8, Psma4, Psma6, Psmb3, Psmb5, Psmb6, Psmb9, Psmc2, Psmc4, Psmd11, Psmd12, Psmd14, Psmd8, Psmd9, Psme3, Psmf1, Senp8, Tfpt, Ubc, Yy1"
"Mitochondrial biogenesis","3.196e-02","22","Atp5b, Atp5c1, Atp5d, Atp5e, Atp5j, Atp5j2, Atp5k, Atp5l, Cycs, Sirt3, Sirt4, Sirt5, Sod2"
"Ub-specific processing proteases","3.196e-02","147","Atxn7, Axin1, Cdc25a, Ddx58, Fkbp8, Foxo4, Hif1a, Ifih1, Ikbkg, Keap1, Map3k7, Mat2b, Mdm2, Mdm4, Mul1, Psma4, Psma6, Psmb3, Psmb5, Psmb6, Psmb9, Psmc2, Psmc4, Psmd11, Psmd12, Psmd14, Psmd8, Psmd9, Psme3, Psmf1, Rce1, Rnf128, Siah2, Smad2, Smad4, Smad7, Tada2b, Tada3, Taf10, Tgfbr1, Tnks2, Tomm20, Ubc, Usp12, Usp18, Usp19, Usp22, Usp24, Usp3, Usp30, Usp34, Usp42, Usp47, Usp48, Vdac3, Wdr20, Wdr48"
"ER to Golgi Anterograde Transport","3.468e-02","129","Actr1a, Arcn1, Areg, Arf1, Arf5, Arfgap2, Arfgap3, Bet1l, Capzb, Cd55, Cnih1, Cog2, Cog4, Cog6, Cog8, Copa, Copb1, Copb2, Csnk1d, Ctsc, Ctsz, Dctn3, Dctn4, Dctn6, Dync1h1, Dync1li1, Dync1li2, Dynll2, Golga2, Kdelr1, Lman1, Lman2, Lman2l, Ppp6r1, Preb, Rab1b, Scfd1, Sec16a, Sec22a, Sec22b, Tfg, Tmed10, Tmed2, Tmed7, Tmed9, Tmem115, Trappc2l, Trappc5, Trappc6a, Trappc6b, Trappc9, Tuba1a, Tuba1c, Tubb4a, Tubb4b, Ykt6"
"Interferon Signaling","3.536e-02","51","Abce1, Camk2b, Ddx58, Eif4a2, Eif4a3, Eif4e, Eif4g1, Eif4g3, Flnb, Ifnar2, Ifngr1, Ifngr2, Irf3, Irf9, Isg15, Jak2, Mapk3, Oasl1, Plcg1, Prkcd, Ptpn6, Sumo1, Trim25, Uba7, Ube2e1, Ube2l6, Usp18"
"COPI-independent Golgi-to-ER retrograde traffic","3.625e-02","42","Actr1a, Agpat3, Bicd1, Bicd2, Capza2, Capzb, Dctn1, Dctn3, Dctn4, Dctn6, Dync1h1, Dync1li1, Dync1li2, Dynll2, Galnt2, Pafah1b3, Pla2g4a, Pla2g6, Rab3gap2, Tuba1a, Tuba1c, Tubb4a, Tubb4b"
"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","3.625e-02","78","Atrip, Brca2, Chek1, Eme2, Exo1, Gen1, Palb2, Pcna, Pole, Pole3, Polh, Rad51, Rad9b, Rbbp8, Rfc2, Rfc5, Rmi1, Rnf8, Timeless, Top3a, Uimc1, Wrn, Xrcc2"
"Pyruvate metabolism and Citric Acid (TCA) cycle","3.625e-02","44","Aco2, Fahd1, Glo1, Hagh, Idh3a, Idh3g, Ldha, Ldhb, Me1, Me2, Ogdh, Pdha1, Pdhb, Pdk1, Pdk2, Pdk3, Pdk4, Pdp2, Rxra, Sdha, Sdhb, Sdhd, Suclg1, Suclg2, Vdac1"
"Signaling by NTRKs","3.645e-02","67","Ap2b1, Ap2m1, Chd4, Crk, Dnal4, Irs1, Irs2, Kras, Map2k2, Mapk14, Mapk3, Mapkapk2, Pik3cb, Pik3r1, Plcg1, Ppp2ca, Ppp2cb, Rac1, Sgk1, Src, Ywhab"
"Nervous system development","3.685e-02","209","Actg1, Actr2, Ap2b1, Ap2m1, Aph1a, Arhgef28, Arpc1b, Arpc2, Arpc5, Cdc42, Col3a1, Col6a1, Dag1, Efnb1, Egfr, Epha2, Ephb3, Erbb2, Evl, Ezr, Farp2, Git1, Gsk3b, Hsp90aa1, Irs2, Itgb1, Kalrn, Kras, Map2k2, Mapk1, Mapk14, Mapk3, Msn, Ncam1, Nck2, Ncstn, Nfasc, Nrtn, Numb, Pak2, Pdlim7, Pfn1, Pik3cb, Pik3r1, Pik3r2, Pik3r3, Plcg1, Plxnb1, Plxnd1, Prkaca, Prkacb, Psen2, Psenen, Rac1, Rdx, Rhoc, Rock2, Sema3e, Sema7a, Src, Trio, Tuba1a, Tuba1c, Tubb4b, Tyrobp, Ubc, Vav2"
"Axon guidance","3.740e-02","208","Actg1, Actr2, Ap2b1, Ap2m1, Aph1a, Arhgef28, Arpc1b, Arpc2, Arpc5, Cdc42, Col3a1, Col6a1, Dag1, Efnb1, Egfr, Epha2, Ephb3, Erbb2, Evl, Ezr, Farp2, Git1, Gsk3b, Hsp90aa1, Irs2, Itgb1, Kalrn, Kras, Map2k2, Mapk1, Mapk14, Mapk3, Msn, Ncam1, Nck2, Ncstn, Nfasc, Nrtn, Numb, Pak2, Pdlim7, Pfn1, Pik3cb, Pik3r1, Pik3r2, Pik3r3, Plcg1, Plxnb1, Plxnd1, Prkaca, Prkacb, Psen2, Psenen, Rac1, Rdx, Rhoc, Rock2, Sema3e, Sema7a, Src, Trio, Tuba1a, Tuba1c, Tubb4b, Tyrobp, Ubc, Vav2"
"Gap junction trafficking and regulation","4.095e-02","25","Ap2m1, Gjb1, Src, Tuba1c, Tubb4b"
"Chemokine receptors bind chemokines","4.239e-02","23","Ccl11, Ccl19, Ccr3, Ccrl2, Cxcl1, Cxcl10, Cxcl13, Cxcl5, Cxcr3, Cxcr6, Ppbp"
"Homology Directed Repair","4.550e-02","80","Atrip, Brca2, Chek1, Eme2, Exo1, Gen1, Palb2, Pcna, Pole, Pole3, Polh, Rad51, Rad9b, Rbbp8, Rfc2, Rfc5, Rmi1, Rnf8, Timeless, Top3a, Uimc1, Wrn, Xrcc2"
