"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Cilium Assembly","1.071e-03","152","Atat1, B9d1, B9d2, Bbs4, Bbs5, Bbs9, C2cd3, Cc2d2a, Cdk5rap2, Cep131, Cep135, Cep162, Cep192, Cep290, Cep70, Cep76, Ckap5, Cluap1, Dync2li1, Exoc4, Fbf1, Haus1, Haus3, Haus4, Hdac6, Hspb11, Ift140, Ift172, Ift43, Ift46, Ift74, Ift81, Ift88, Inpp5e, Iqcb1, Kif24, Kif3c, Kifap3, Mks1, Nde1, Nek2, Nphp1, Odf2, Ofd1, Pde6d, Pkd1, Plk1, Plk4, Rab11fip3, Sfi1, Smo, Tctn3, Tmem67, Traf3ip1, Ttc21b, Ttc30b, Ttc8, Tuba8, Tubb2b, Tubb4a, Tubb5, Tubb6, Wdr19"
"ABC-family proteins mediated transport","1.118e-03","81","Abcd3, Apoa1, Derl2, Eif2s1, Eif2s3x, Erlin2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Vcp"
"Citric acid cycle (TCA cycle)","1.219e-03","20","Dld, Dlst, Fh1, Idh2, Idh3a, Idh3g, Mdh2, Me2, Ogdh, Sdha, Sdhb, Sdhc, Sdhd, Suclg1, Suclg2"
"Cyclin E associated events during G1/S transition ","1.250e-03","61","Akt1, Cdk2, Cdkn1a, Cdkn1b, Cul1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Wee1"
"Signaling by NTRK1 (TRKA)","1.613e-03","54","Ap2b1, Ap2m1, Ap2s1, Atf1, Chd4, Cltc, Creb1, Crk, Dusp4, Frs2, Grb2, Irs2, Kidins220, Kras, Map2k1, Map2k2, Mapk1, Mapk3, Mapkapk2, Pik3cb, Pik3r2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ralgds, Rap1a, Rhoa, Sgk1, Sh3gl2, Shc1, Srf, Ywhab"
"Orc1 removal from chromatin","1.842e-03","58","Cdk2, Cul1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Cdc20:Phospho-APC/C mediated degradation of Cyclin A","2.074e-03","61","Anapc2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"APC/C:Cdc20 mediated degradation of Securin","2.218e-03","59","Anapc2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Clathrin-mediated endocytosis","2.224e-03","115","Actg1, Actr2, Actr3, Ap2b1, Ap2m1, Ap2s1, Areg, Arf6, Arpc5, Arrb1, Cltb, Cltc, Cops4, Cops7a, Dvl2, Epn1, Grb2, Grk2, Hbegf, Hip1r, Hspa8, Igf2r, Ldlr, Ldlrap1, Necap2, Nedd8, Pacsin3, Pik3c2a, Rab5c, Sh3gl2, Sh3kbp1, Snx9, Stam2, Ston2, Tor1a, Trip10, Ubc, Ubqln1, Vamp3, Vamp8"
"EPHB-mediated forward signaling","2.272e-03","32","Actg1, Actr2, Actr3, Arpc1b, Arpc5, Cdc42, Efnb1, Ephb3, Rac1, Rasa1, Rhoa, Rock2, Src"
"Signaling by NTRKs","2.272e-03","62","Ap2b1, Ap2m1, Ap2s1, Chd4, Cltc, Frs2, Grb2, Irs2, Map2k1, Map2k2, Mapk1, Mapk3, Mapkapk2, Pcsk6, Pik3cb, Pik3r2, Ppp2ca, Ppp2r1b, Rac1, Ralgds, Rap1a, Rhoa, Sh3gl2, Src, Srf, Ywhab"
"Hedgehog 'on' state","2.421e-03","69","Arrb1, Grk2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Smurf1, Spop, Ubc"
"Transcriptional regulation by RUNX3","3.264e-03","70","Mdm2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd12, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rbpj, Smad3, Smurf1, Snw1, Src, Tead3, Ubc"
"CDK-mediated phosphorylation and removal of Cdc6","3.441e-03","62","Anapc2, Cdk2, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Transcriptional regulation by RUNX2","3.817e-03","57","Cul1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"GPCR downstream signalling","4.108e-03","247","Adcy3, Adcy4, Adcy7, Adcy8, Adm2, Adora1, Adora2a, Akt3, Aplnr, Arhgef25, Arhgef26, Arhgef39, Arhgef9, Arrb2, C3ar1, Calcrl, Camkk2, Ccl25, Ccl9, Cxcl12, Cxcl2, Cxcl3, Cxcl5, Cxcr4, Dgkb, Dgke, Dgkh, Edn2, Ffar4, Fgd1, Fgd2, Fn1, Glp1r, Gna12, Gna15, Gnaq, Gnaz, Gng10, Gng11, Gnrh1, Gper1, Gpr132, Gpr27, Gpr68, Gpsm3, Grk3, Itpr1, Itpr2, Lpar6, Mapk7, Pde1b, Pde1c, Pde4c, Pde4d, Pde7a, Pf4, Pik3ca, Pik3r5, Pik3r6, Plcb2, Plcb4, Ppbp, Ppp1r1b, Prkacb, Prkce, Prkcg, Prkch, Ptger2, Ptgir, Ramp1, Rasgrf2, Rgs19, Rgs2, S1pr4, Sos2, Tacr1, Tacr2, Tas1r3, Tiam2, Vip"
"Gluconeogenesis","4.601e-03","23","Aldoa, Fbp2, Got1, Got2, Mdh2, Pgam1, Pgk1, Slc25a1, Slc25a10, Slc25a11, Slc25a13, Slc37a1, Slc37a4, Tpi1"
"APC/C:Cdc20 mediated degradation of mitotic proteins","4.758e-03","63","Anapc2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Regulation of RAS by GAPs","4.758e-03","60","Kras, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rasa1, Ubc"
"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","5.779e-03","32","Ccnc, Ccnt1, Cdk8, Cdk9, Mapk1, Mapk3, Men1, Ncor2, Ppm1a, Smad3, Smad7, Snw1, Sp1, Ubc"
"RHO GTPases activate PKNs","6.595e-03","20","Pkn1, Ppp1cb, Ppp1r12a, Rac1, Rhoa, Rhob, Sfn, Ywhab, Ywhah, Ywhaz"
"Signaling by GPCR","6.765e-03","260","Adcy3, Adcy4, Adcy7, Adcy8, Adm2, Adora1, Adora2a, Akt3, Aplnr, Arhgef25, Arhgef26, Arhgef39, Arhgef9, Arrb2, C3ar1, C5ar2, Calcrl, Camkk2, Ccl17, Ccl25, Ccl9, Cxcl12, Cxcl2, Cxcl3, Cxcl5, Cxcr4, Dgkb, Dgke, Dgkh, Edn2, Ffar4, Fgd1, Fgd2, Fn1, Glp1r, Gna12, Gna15, Gnaq, Gnaz, Gng10, Gng11, Gnrh1, Gper1, Gpr132, Gpr27, Gpr68, Gpsm3, Grk3, Itpr1, Itpr2, Lpar6, Mapk7, Pde1b, Pde1c, Pde4c, Pde4d, Pde7a, Pf4, Pik3ca, Pik3r5, Pik3r6, Plcb2, Plcb4, Plppr2, Ppbp, Ppp1r1b, Prkacb, Prkce, Prkcg, Prkch, Ptger2, Ptgir, Ramp1, Rasgrf2, Rgs19, Rgs2, S1pr4, Sos2, Tacr1, Tacr2, Tas1r3, Tiam2, Vip"
"Interleukin-1 family signaling","7.572e-03","99","Cul1, Hmgb1, Il1r1, Il33, Irak1, Lrrc14, Map3k8, Mapk8, Myd88, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrx1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd12, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rela, Sqstm1, Tab2, Tbk1, Tollip, Traf2, Ubc, Ube2v1, Usp18"
"Lysosome Vesicle Biogenesis","7.996e-03","29","Ap1b1, Ap1g1, Ap1g2, Arf1, Arrb1, Chmp2a, Cltb, Cltc, Ctsz, Hspa8, Sh3gl2, Txndc5, Vamp8"
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","8.950e-03","65","Anapc2, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"TCR signaling","1.062e-02","86","Cul1, Nfkbia, Pak2, Pik3cb, Pik3r2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tab2, Ubc, Ube2d2a, Ube2v1"
"Interleukin-1 signaling","1.108e-02","91","Cul1, Myd88, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Sqstm1, Tab2, Tollip, Ubc, Ube2v1, Usp18"
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","1.442e-02","62","Anapc2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Formation of the cornified envelope","1.493e-02","32","Dsg2, Dsp, Evpl, Jup, Krt18, Krt19, Krt23, Krt7, Krt78, Krt8, Krt80, Perp, Rptn"
"Keratinization","1.493e-02","32","Dsg2, Dsp, Evpl, Jup, Krt18, Krt19, Krt23, Krt7, Krt78, Krt8, Krt80, Perp, Rptn"
"RHO GTPases Activate NADPH Oxidases","1.500e-02","20","Mapk11, Ncf1, Ncf2, Ncf4, Noxo1, Pin1, Prkcb, Rac2, S100a9"
"Complex I biogenesis","1.508e-02","47","Ndufa10, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa6, Ndufa7, Ndufa8, Ndufab1, Ndufb10, Ndufb2, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufb9, Ndufc1, Ndufc2, Ndufs2, Ndufs4, Ndufs7, Ndufv1, Ndufv2, Ndufv3"
"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","1.524e-02","21","Ccnc, Ccnt1, Cdk8, Cdk9, Mapk1, Mapk3, Men1, Smad3, Smad7, Sp1, Ubc"
"RHO GTPases Activate WASPs and WAVEs","1.592e-02","26","Actg1, Actr2, Actr3, Arpc1b, Arpc5, Brk1, Cdc42, Cyfip1, Grb2, Mapk1, Mapk3, Nckap1, Rac1"
"Pyruvate metabolism and Citric Acid (TCA) cycle","1.626e-02","44","Dlst, Fh1, Glo1, Idh3a, Ldha, Mdh2, Me1, Me2, Ogdh, Pdha1, Ppard, Rxra, Sdha, Sdhb, Sdhc, Sdhd"
"RAF activation","1.688e-02","32","Brap, Calm1, Calm2, Jak2, Kras, Map2k1, Map2k2, Map3k11, Ppp1cb, Ppp2ca, Ppp2r1b, Ppp2r5b, Raf1, Shoc2, Src, Ywhab"
"Peptide ligand-binding receptors","1.752e-02","51","Aplnr, C3ar1, C5ar2, Ccl17, Ccl25, Ccl9, Cxcl12, Cxcl2, Cxcl3, Cxcl5, Cxcr4, Edn2, Gper1, Pf4, Ppbp, Tacr1, Tacr2"
"L1CAM interactions","1.782e-02","50","Actg1, Ap2b1, Ap2m1, Ap2s1, Cltc, Csnk2a1, Csnk2b, Ezr, Itga5, Itgb1, Lypla2, Map2k1, Map2k2, Mapk1, Mapk3, Rac1, Sh3gl2, Src, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","1.930e-02","64","Anapc2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Autophagy","1.930e-02","107","Atg101, Atg3, Atg9a, Atg9b, Becn1, Chmp2a, Chmp2b, Chmp3, Chmp4b, Chmp4c, Chmp6, Csnk2a1, Csnk2b, Dync1i2, Dynll1, Dynll2, Lamtor2, Lamtor3, Map1lc3a, Map1lc3b, Mfn2, Park7, Pex5, Pik3c3, Prkag1, Rheb, Rraga, Rragc, Sqstm1, Src, Tomm22, Tomm40, Tomm6, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Ube2v1, Ulk1, Vim, Wipi2"
"Macroautophagy","1.930e-02","107","Atg101, Atg3, Atg9a, Atg9b, Becn1, Chmp2a, Chmp2b, Chmp3, Chmp4b, Chmp4c, Chmp6, Csnk2a1, Csnk2b, Dync1i2, Dynll1, Dynll2, Lamtor2, Lamtor3, Map1lc3a, Map1lc3b, Mfn2, Park7, Pex5, Pik3c3, Prkag1, Rheb, Rraga, Rragc, Sqstm1, Src, Tomm22, Tomm40, Tomm6, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Ube2v1, Ulk1, Vim, Wipi2"
"RHOF GTPase cycle","1.930e-02","33","Actg1, Arhgap1, Capzb, Diaph1, Pik3r2, Rab7, Rhof, Sowahc, Tor1aip1, Vamp3"
"COPII-mediated vesicle transport","1.964e-02","56","Areg, Ctsz, Golga2, Gosr2, Lman1, Lman2, Napg, Ppp6c, Rab1a, Rab1b, Sec24b, Tbc1d20, Tfg, Tmed10, Tmed2, Trappc10, Trappc4, Trappc6a"
"Regulation of actin dynamics for phagocytic cup formation","2.117e-02","46","Actg1, Actr2, Actr3, Arpc1b, Arpc5, Brk1, Cdc42, Cyfip1, Grb2, Hsp90aa1, Hsp90ab1, Limk1, Mapk1, Mapk3, Myh9, Myo10, Myo1c, Nckap1, Rac1"
"Endosomal Sorting Complex Required For Transport (ESCRT)","2.411e-02","25","Chmp2a, Chmp2b, Chmp3, Chmp4b, Chmp4c, Chmp5, Chmp6, Snf8, Stam2, Ubc, Vps28, Vps37b, Vps4b"
"Mitochondrial biogenesis","2.411e-02","22","Acss2, Atp5a1, Atp5b, Atp5c1, Atp5d, Atp5e, Atp5g3, Atp5j, Atp5j2, Atp5k, Atp5l, Idh2, Sod2"
"trans-Golgi Network Vesicle Budding","2.721e-02","63","Ap1b1, Ap1g1, Ap1g2, Arf1, Bloc1s4, Cltb, Ctsz, Hip1r, Hspa8, Igf2r, Pik3c2a, Rab5c, Sh3gl2, Snx9, Tpd52, Txndc5, Vamp8"
"ISG15 antiviral mechanism","2.750e-02","24","Arih1, Ddx58, Eif4a1, Eif4e, Eif4g1, Eif4g3, Isg15, Mapk3, Nedd4, Trim25, Ube2l6, Usp18"
"Class A/1 (Rhodopsin-like receptors)","2.782e-02","82","Adora1, Adora2a, Aplnr, C3ar1, C5ar2, Ccl17, Ccl25, Ccl9, Cxcl12, Cxcl2, Cxcl3, Cxcl5, Cxcr4, Edn2, Gnrh1, Gper1, Gpr132, Lpar6, Pf4, Plppr2, Ppbp, Ptgir, S1pr4, Tacr1, Tacr2"
"RUNX1 regulates transcription of genes involved in differentiation of HSCs","3.011e-02","57","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Transcriptional regulation by RUNX1","3.140e-02","114","Arid1a, Arid1b, Ash2l, Ccnd3, Csnk2a1, Csnk2b, H3f3a, Phc1, Phc2, Pml, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Smarcd2, Smarcd3, Smarce1, Ubc, Zfpm1"
"Fcgamma receptor (FCGR) dependent phagocytosis","3.851e-02","64","Actg1, Actr2, Actr3, Arpc1b, Arpc5, Brk1, Cdc42, Cyfip1, Grb2, Hsp90aa1, Hsp90ab1, Limk1, Mapk1, Mapk3, Myh9, Myo10, Myo1c, Nckap1, Pik3cb, Pik3r2, Pld3, Rac1, Src"
"RHOU GTPase cycle","3.851e-02","32","Cdc42, Cltc, Dst, Epha2, Git1, Grb2, Nck2, Pak2, Pak4, Pik3r2, Ptk2b, Rhou, Stam2"
"Cargo concentration in the ER","3.931e-02","23","Areg, Ctsz, Gosr2, Lman1, Lman2, Lman2l, Mia3, Sar1b, Sec24b, Sec24d, Tgfa, Tmed10, Tmed2"
"G alpha (s) signalling events","4.082e-02","49","Adm2, Adora2a, Arrb2, Calcrl, Fn1, Glp1r, Gng10, Gng11, Gper1, Gpr27, Grk3, Pde1b, Pde4c, Pde4d, Pde7a, Prkacb, Ptger2, Ptgir, Ramp1, Vip"
"Assembly of the pre-replicative complex","4.259e-02","71","Anapc2, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"ECM proteoglycans","4.259e-02","28","Col1a1, Col1a2, Col3a1, Col5a2, Col5a3, Dcn, Fn1, Itga2, Itga2b, Itgax, Itgb3, Sparc, Tnxb"
