"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"G alpha (q) signalling events","3.711e-02","76","App, Cckar, Creb1, Daglb, Dgke, Dgkh, Edn1, Edn3, F2, Gng4, Gng5, Gpr68, Grb2, Grk2, Itpr2, Kalrn, Kiss1r, Ltb4r1, Ltb4r2, Mgll, Nmb, Pik3ca, Pik3r3, Plcb2, Plcb4, Prkce, Prkch, Rgs13, Rgs17, Rgs19, Rgs2, Sos1"
"Assembly of the pre-replicative complex","3.754e-02","73","Anapc11, Anapc2, Anapc5, Cdc23, Cdc27, Cdc6, Fzr1, Mcm6, Mcm7, Orc5, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Ube2d1, Ube2e1"
"G1/S DNA Damage Checkpoints","3.864e-02","55","Atm, Cdc25a, Cdk2, Cop1, Mdm4, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3"
"AUF1 (hnRNP D0) binds and destabilizes mRNA","4.100e-02","49","Eif4g1, Hnrnpd, Hspa8, Hspb1, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3"
"Protein ubiquitination","4.100e-02","51","Cdc34, Ctr9, Leo1, Pex12, Pex14, Prkdc, Rraga, Uba1, Ube2d1, Ube2e1, Ube2e3, Ube2g2, Ube2n, Ube2w, Ube2z, Usp5, Usp7, Wdr61"
"Senescence-Associated Secretory Phenotype (SASP)","4.100e-02","29","Anapc11, Anapc2, Anapc5, Cdc23, Cdc27, Cdk2, Cdkn2b, Fzr1, Mapk3, Ube2d1, Ube2e1"
"Separation of Sister Chromatids","4.100e-02","145","Anapc11, Anapc2, Anapc5, Aurkb, Bub1b, Cdc23, Cdc27, Cdca8, Cenpf, Cenpk, Cenpq, Ckap5, Dync1h1, Dynll1, Hdac8, Kif18a, Mad1l1, Mis12, Nudc, Ppp2r5b, Psma3, Psma7, Psmb1, Psmb2, Psmb6, Psmb9, Psmd1, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3, Rangap1, Rcc2, Ska2, Smc1a, Spc24, Spdl1, Tuba1b, Tuba1c, Tuba4a, Tubb4b, Ube2d1, Ube2e1, Xpo1"
"TP53 Regulates Transcription of DNA Repair Genes","4.100e-02","41","Cdk13, Cdk9, Ell, Elob, Eloc, Ercc2, Ercc3, Gtf2h4, Nelfcd, Polr2a, Polr2b, Polr2d, Polr2e, Polr2g, Polr2h, Ssrp1, Supt16, Supt5, Tcea1"
"Deadenylation-dependent mRNA decay","4.424e-02","51","Cnot10, Cnot2, Cnot4, Cnot6, Cnot7, Ddx6, Eif4a1, Eif4a2, Eif4b, Eif4e, Eif4g1, Exosc9, Lsm2, Lsm4, Paip1, Patl1, Wdr61"
"G alpha (s) signalling events","4.424e-02","41","Adcyap1r1, Adm, Adrb2, Arrb2, Gng4, Gng5, Gper1, Grk2, Grk3, Grk5, Hrh2, Htr4, Itga5, Pde2a, Pde4c, Pde4d, Pde7a, Prkaca, Prkar2b, Ramp1, Sct, Shc1, Vipr2"
"Autodegradation of the E3 ubiquitin ligase COP1","4.612e-02","46","Atm, Cop1, Psma2, Psma3, Psma7, Psmb1, Psmb2, Psmb4, Psmb6, Psmb9, Psmd1, Psmd10, Psmd11, Psmd14, Psmd3, Psmd4, Psmd5, Psmd9, Psme2b, Psme3"
