"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Degradation of beta-catenin by the destruction complex","2.704e-05","69","Axin1, Ctnnb1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"Asparagine N-linked glycosylation","2.721e-05","222","Alg5, Alg9, Amdhd2, Amfr, Arcn1, Areg, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, B4galt1, B4galt3, Bet1l, Calr, Canx, Capzb, Cnih1, Cog8, Col7a1, Copa, Copb1, Copb2, Cope, Csnk1d, Ctsc, Ctsz, Dctn3, Dctn6, Dpm1, Dpm3, Dync1li1, Dync1li2, Dynll2, Fcsk, Fuca1, Fuom, Gmds, Golga2, Kdelr2, Lman1, Lman2, Man1a2, Man2a1, Mcfd2, Mgat2, Mgat4b, Mgat5, Mia3, Mpi, Mvd, Nagk, Nans, Napa, Neu1, Nus1, Pdia3, Pmm1, Preb, Psmc1, Rab1a, Rab1b, Rad23b, Sar1b, Sec16a, Sec23a, Sec24b, Slc35c1, Sptbn2, St8sia6, Tfg, Tmed2, Tmed7, Tmed9, Tmem115, Trappc1, Trappc3, Trappc4, Trappc5, Trappc6b, Trappc9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Vcp, Ykt6"
"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","2.721e-05","47","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"GLI3 is processed to GLI3R by the proteasome","2.721e-05","49","Prkaca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"Ubiquitin-dependent degradation of Cyclin D","2.721e-05","45","Cdk4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc"
"Hedgehog ligand biogenesis","3.005e-05","54","Derl2, P4hb, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Sel1l, Ubc, Vcp"
"Degradation of AXIN","3.556e-05","49","Axin1, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Tnks, Ubc"
"FCERI mediated NF-kB activation","3.556e-05","67","Cdc34, Nfkb1, Pdpk1, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","3.556e-05","46","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"p53-Independent DNA Damage Response","3.556e-05","46","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"p53-Independent G1/S DNA damage checkpoint","3.556e-05","46","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","3.818e-05","46","Nfe2l2, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc"
"Regulation of RUNX3 expression and activity","3.896e-05","49","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Smurf1, Ubc"
"Metabolism of polyamines","3.922e-05","53","Oaz1, Odc1, Paox, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Sms"
"Downstream signaling events of B Cell Receptor (BCR)","3.992e-05","68","Calm1, Calm2, Calm3, Hras, Nfkb1, Nfkbib, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Ubc"
"RHO GTPases activate PKNs","4.434e-05","21","Pkn1, Ppp1cb, Rac1, Rhoa, Rhob, Sfn, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq"
"Signaling by Nuclear Receptors","4.434e-05","140","Adh1, Aldh1a1, Aldh1a3, Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdk9, Cdkn1b, Creb1, Dlat, Egfr, Ereg, Fabp5, Fkbp4, Foxa1, Foxo3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng12, Gtf2a1, Gtf2f1, Gtf2f2, H3f3a, H3f3b, Hbegf, Hdac3, Hras, Hsp90aa1, Hsp90ab1, Kat5, Kras, Pdk4, Pdpk1, Pik3ca, Polr2e, Polr2f, Polr2h, Polr2i, Prmt1, Ptges3, Rdh10, Rxrb, Shc1, Sphk1, Tbl1x, Tbl1xr1, Xpo1, Zdhhc7"
"Signaling by NTRKs","4.803e-05","68","Ap2a1, Ap2m1, Ap2s1, Chd4, Cltc, Creb1, Dusp6, Dusp7, Frs2, Furin, Grb2, Hras, Irs2, Kidins220, Kras, Map2k2, Ngf, Ntf5, Pcsk6, Pik3ca, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rac1, Ralgds, Rhoa, Sgk1, Shc1, Srf, Ywhab"
"Regulation of RUNX2 expression and activity","5.073e-05","47","Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Runx2, Ubc"
"Degradation of DVL","5.219e-05","50","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"Nuclear events mediated by NFE2L2","5.436e-05","47","Nfe2l2, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc"
"Regulation of ornithine decarboxylase (ODC)","5.436e-05","47","Azin1, Nqo1, Oaz1, Odc1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4"
"Selective autophagy","5.436e-05","56","Arl13b, Cftr, Csnk2b, Dync1li1, Dync1li2, Dynll2, Mfn2, Park7, Pcnt, Pink1, Sqstm1, Tomm20, Tomm22, Tomm40, Tomm6, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Ube2n, Vdac1, Vim"
"Translation","5.570e-05","60","Aurkaip1, Eef1a1, Eef1b2, Eef1d, Eef1g, Eef2, Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif5, Etf1, Gadd45gip1, Gfm2, Gspt1, Oxa1l, Pabpc1, Ppa1, Srp14, Srp9, Trmt112"
"Switching of origins to a post-replicative state","5.865e-05","83","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Fzr1, Gmnn, Mcm6, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Signaling by NTRK1 (TRKA)","5.920e-05","58","Ap2a1, Ap2m1, Ap2s1, Chd4, Cltc, Creb1, Dusp6, Dusp7, Frs2, Grb2, Hras, Irs2, Kidins220, Kras, Map2k2, Mapkapk2, Ngf, Pik3ca, Pik3cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ralgds, Rhoa, Sgk1, Shc1, Srf, Ywhab"
"Autodegradation of the E3 ubiquitin ligase COP1","7.713e-05","46","Cop1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Trp53, Ubc"
"Signaling by EGFR","7.713e-05","41","Aamp, Areg, Arhgef7, Btc, Cbl, Csk, Egfr, Epn1, Ereg, Grb2, Hbegf, Hgs, Hras, Kras, Lrig1, Pik3ca, Plcg1, Ptpn11, Ptpn12, Sh3gl2, Shc1, Spry1, Spry2, Src, Tgfa, Ubc"
"G2/M Transition","8.982e-05","161","Ccna2, Cdk2, Cdk7, Cdkn1a, Cep192, Csnk1d, Dctn3, Hmmr, Hsp90aa1, Hsp90ab1, Mapre1, Nek2, Pafah1b1, Pcnt, Phlda1, Plk1, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Prkaca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rab8a, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb5, Tubb6, Ubc, Xpo1, Ywhae, Ywhag"
"Mitotic G2-G2/M phases","8.982e-05","163","Ccna2, Cdk2, Cdk7, Cdkn1a, Cep192, Csnk1d, Dctn3, Hmmr, Hsp90aa1, Hsp90ab1, Mapre1, Nek2, Pafah1b1, Pcnt, Phlda1, Plk1, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Prkaca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rab8a, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb5, Tubb6, Ubc, Xpo1, Ywhae, Ywhag"
"Extra-nuclear estrogen signaling","9.181e-05","57","Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdkn1b, Creb1, Egfr, Ereg, Foxo3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Hbegf, Hras, Hsp90aa1, Kras, Pdpk1, Pik3ca, Prmt1, Shc1, Sphk1, Xpo1, Zdhhc7"
"PIP3 activates AKT signaling","9.264e-05","192","Akt1s1, Areg, Btc, Cbx4, Cdkn1a, Cdkn1b, Chd4, Creb1, Csnk2b, Egfr, Ereg, Foxo3, Foxo4, Frs2, Gatad2a, Grb2, Hbegf, Ier3, Il33, Irak1, Irs2, Lamtor2, Lamtor3, Mtor, Nr4a1, Nrg1, Pdpk1, Phc2, Phc3, Pik3ca, Pik3cb, Pip4k2c, Pip5k1a, Pip5k1c, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rac1, Rbbp4, Rbbp7, Rhog, Tnks, Trib3, Ubc, Usp7"
"Degradation of GLI1 by the proteasome","1.004e-04","49","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"Deubiquitination","1.004e-04","212","Actg1, Adrm1, Atxn3, Axin1, Becn1, Ccna2, Cdc20, Cftr, Fkbp8, Foxk1, Foxo4, Hgs, Il33, Ino80c, Ino80d, Josd1, Mat2b, Mul1, Nedd8, Ogt, Otub1, Otud7b, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rad23a, Rad23b, Rce1, Rhoa, Siah2, Smad3, Taf10, Tfpt, Tnip1, Tnks, Tomm20, Ubc, Ube2d1, Ufd1, Usp10, Usp14, Usp15, Usp16, Usp18, Usp22, Usp24, Usp25, Usp3, Usp33, Usp47, Usp48, Usp5, Usp7, Vcp, Vdac1, Vdac2, Yy1"
"PCP/CE pathway","1.004e-04","79","Ap2a1, Ap2m1, Ap2s1, Cltb, Cltc, Daam1, Fzd7, Pfn1, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rac1, Rac3, Rhoa, Smurf1, Ubc"
"TP53 Regulates Metabolic Genes","1.004e-04","63","Cox14, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Gls, Gpx2, Gsr, Lamtor3, Prdx1, Prdx2, Prdx5, Prkaa1, Sfn, Surf1, Txn1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq"
"Transcriptional regulation by RUNX2","1.004e-04","57","Cdk4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Runx2, Ubc"
"MAPK family signaling cascades","1.023e-04","236","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Ccnd3, Csk, Dlg1, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fn1, Fnta, Frs2, Golga7, Grb2, Hbegf, Hras, Irs2, Lamtor3, Map2k2, Map3k11, Mapk6, Pak2, Pebp1, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Prkaca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rac1, Ralgds, Rasgrf1, Rce1, Shc1, Tln1, Ubc, Vcl, Xpo1, Ywhab"
"UCH proteinases","1.209e-04","72","Actg1, Adrm1, Foxk1, Ino80c, Ino80d, Nedd8, Ogt, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Tfpt, Ubc, Yy1"
"RHO GTPase Effectors","1.252e-04","218","Abi1, Abl1, Actg1, Actr2, Arpc1a, Arpc1b, Baiap2, Brk1, Calm1, Calm2, Calm3, Cdc20, Cdca8, Cenpa, Ctnna1, Ctnnb1, Cyba, Cyfip1, Daam1, Dync1li2, Fmnl2, Grb2, Iqgap3, Kif2c, Mapre1, Men1, Mrtfa, Myh9, Myl12b, Myl6, Nudc, Pak2, Pdpk1, Pfn1, Pkn1, Pkn3, Plk1, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Rac1, Rangap1, Rhoa, Rhob, Rhog, Rock1, Rock2, Sfn, Spc24, Srf, Tax1bp3, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6, Xpo1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq"
"Senescence-Associated Secretory Phenotype (SASP)","1.312e-04","32","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdk4, Cdk6, Cdkn1a, Cdkn1b, Cdkn2b, Cebpb, Ehmt2, Fzr1, Ubc, Ube2c, Ube2d1, Ube2s"
"Programmed Cell Death","1.387e-04","109","Acin1, Apaf1, Bak1, Bax, Bcap31, Casp7, Cdc37, Cflar, Chmp2b, Chmp3, Chmp4b, Ctnnb1, Dsg2, Dsp, Dynll2, Flot2, Fnta, Gsn, H1f0, Hsp90aa1, Kpnb1, Lmna, Lmnb1, Mlkl, Pdcd6ip, Peli1, Pkp1, Plec, Ripk3, Rock1, Sdcbp, Sfn, Sh3glb2, Ubc, Vim, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Nuclear Envelope (NE) Reassembly","1.528e-04","58","Chmp2b, Chmp4b, Kpnb1, Lbr, Lmna, Lmnb1, Nup107, Nup93, Pom121, Ppp2ca, Ppp2r1a, Ppp2r2a, Rangap1, Rcc1, Sumo1, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Vrk1"
"Stabilization of p53","1.540e-04","50","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"C-type lectin receptors (CLRs)","1.598e-04","98","Calm1, Calm2, Calm3, Cdc34, Hras, Nfkb1, Nfkb2, Pak2, Pdpk1, Prkaca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Relb, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2m, Ube2n"
"Clathrin-mediated endocytosis","1.598e-04","112","Aak1, Actg1, Actr2, Ap2a1, Ap2m1, Ap2s1, Apob, Areg, Arf6, Arpc1a, Arpc2, Arpc3, Btc, Cbl, Cftr, Cltb, Cltc, Cops6, Cops8, Egfr, Epn1, Ereg, Gak, Grb2, Grk2, Hbegf, Hgs, Hspa8, Ldlr, M6pr, Necap2, Nedd8, Pacsin3, Pip5k1c, Rab5a, Rab5b, Scarb2, Tgoln1, Trf, Trip10, Ubc, Ubqln1, Ubqln2, Vamp8"
"Golgi-to-ER retrograde transport","1.990e-04","112","Arcn1, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Capzb, Copa, Copb1, Copb2, Cope, Dctn3, Dctn6, Dync1li1, Dync1li2, Dynll2, Galnt2, Kdelr2, Kif13b, Kif18b, Kif20a, Kif2c, Napa, Pafah1b1, Pafah1b2, Pafah1b3, Pla2g4a, Rab18, Rab1a, Rab1b, Rab6a, Racgap1, Tmed2, Tmed7, Tmed9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Use1"
"MAPK1/MAPK3 signaling","1.990e-04","216","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Csk, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fn1, Fnta, Golga7, Grb2, Hbegf, Hras, Irs2, Lamtor3, Map2k2, Map3k11, Pebp1, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmc2, Psmc3, Psmc4, Psmc5, Psmd13, Psmd3, Psmd6, Psme3, Ralgds, Rasgrf1, Rce1, Shc1, Tln1, Ubc, Vcl, Ywhab"
"Beta-catenin independent WNT signaling","2.012e-04","104","Ap2a1, Ap2m1, Ap2s1, Calm1, Calm2, Calm3, Cltb, Cltc, Ctnnb1, Daam1, Fzd7, Gnb1, Gnb2, Pfn1, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rac1, Rac3, Rhoa, Smurf1, Ubc"
"Class A/1 (Rhodopsin-like receptors)","2.060e-04","99","C3ar1, Ccl12, Ccl5, Chrm2, Chrm3, Cmklr1, Cxcl1, Cxcl10, Cxcl2, Cxcr2, Edn1, Ffar2, Galr3, Gnrh1, Gper1, Gpr132, Gpr183, Gpr4, Gpr68, Hcar2, Htr6, Kiss1r, Npy4r, Oprd1, P2ry1, Ptafr, Ptger1, S1pr1, S1pr2, S1pr4, Taar1"
"Aggrephagy","2.246e-04","28","Arl13b, Cftr, Dync1li1, Dync1li2, Dynll2, Park7, Pcnt, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Ube2n, Vim"
"Cyclin A:Cdk2-associated events at S phase entry","2.457e-04","67","Ccna2, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Cks1b, Fzr1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Wee1"
"Cyclin E associated events during G1/S transition ","2.494e-04","65","Ccna2, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Cks1b, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Wee1"
"RAF/MAP kinase cascade","3.099e-04","211","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Csk, Dlg1, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fn1, Fnta, Frs2, Golga7, Grb2, Hbegf, Hras, Irs2, Lamtor3, Map2k2, Map3k11, Pebp1, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ralgds, Rasgrf1, Rce1, Shc1, Tln1, Ubc, Vcl, Ywhab"
"Intracellular signaling by second messengers","3.122e-04","215","Akt1s1, Areg, Btc, Calm1, Calm2, Calm3, Cbx4, Cdkn1a, Cdkn1b, Chd4, Creb1, Csnk2b, Egfr, Ereg, Foxo3, Foxo4, Frs2, Gatad2a, Grb2, Grk2, Hbegf, Ier3, Il33, Irak1, Irs2, Lamtor2, Lamtor3, Mtor, Nr4a1, Nrg1, Pdpk1, Phc2, Phc3, Pik3ca, Pik3cb, Pip4k2c, Pip5k1a, Pip5k1c, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rac1, Rbbp4, Rbbp7, Rhog, Tnks, Trib3, Ubc, Usp7"
"Activation of NF-kappaB in B cells","3.757e-04","56","Nfkb1, Nfkbib, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Ubc"
"Recycling pathway of L1","3.777e-04","28","Actg1, Ap2a1, Ap2a2, Ap2m1, Ap2s1, Cltc, Dpysl2, Ezr, Msn, Numb, Sh3gl2, Src, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"Regulation of PTEN stability and activity","3.777e-04","60","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Tnks, Ubc"
"TCR signaling","3.777e-04","84","Cdc34, Csk, Nfkb1, Pak2, Pdpk1, Pik3ca, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ptprj, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"RHOBTB GTPase Cycle","3.795e-04","30","Actn1, Cct2, Cct6a, Cct7, Cdc37, Ddx39b, Hsp90aa1, Hsp90ab1, Rbbp6, Rock1, Rock2, Spen, Tmod3, Tra2b, Twf1, Txnl1, Vim"
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","3.881e-04","25","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Pabpc1"
"Signaling by WNT","4.665e-04","194","Ap2a1, Ap2m1, Ap2s1, Axin1, Bcl9l, Calm1, Calm2, Calm3, Cav1, Cltb, Cltc, Ctnnb1, Daam1, Fzd7, Gnb1, Gnb2, Kremen1, Lrp5, Men1, Pfn1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Pygo2, Rac1, Rac3, Rhoa, Smarca4, Smurf1, Sox4, Tmed5, Tnks, Ubc, Wnt10a, Xpo1"
