"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"APC/C:Cdc20 mediated degradation of mitotic proteins","4.489e-03","70","Anapc4, Anapc5, Bub1b, Bub3, Ccna1, Ccna2, Cdc16, Cdc20, Cdc27, Mad2l1, Nek2, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Dectin-1 mediated noncanonical NF-kB signaling","4.941e-03","52","Nfkb2, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Relb, Uba3, Ubc, Ube2m"
"Degradation of AXIN","4.941e-03","51","Axin1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Tnks, Tnks2, Ubc"
"NIK-->noncanonical NF-kB signaling","4.941e-03","52","Nfkb2, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Relb, Uba3, Ubc, Ube2m"
"APC/C-mediated degradation of cell cycle proteins","5.113e-03","80","Anapc4, Anapc5, Aurka, Bub1b, Bub3, Ccna1, Ccna2, Cdc16, Cdc20, Cdc27, Fzr1, Mad2l1, Nek2, Plk1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Autodegradation of the E3 ubiquitin ligase COP1","5.113e-03","48","Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Trp53, Ubc"
"Hedgehog ligand biogenesis","5.113e-03","59","Derl2, Disp2, Os9, P4hb, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Sel1l, Syvn1, Ubc, Vcp"
"Intracellular signaling by second messengers","5.113e-03","249","Adcy3, Adcy7, Akt1, Akt1s1, Areg, Bmi1, Btc, Calm1, Calm2, Calm3, Cbx2, Cbx4, Cbx8, Cd86, Cdkn1b, Chd4, Egfr, Epgn, Erbb2, Ereg, Fgf17, Fgf2, Fgf7, Fgfr1, Foxo1, Foxo4, Foxo6, Frs2, Grb2, Hbegf, Hdac2, Ier3, Il33, Insr, Irak1, Irak4, Irs1, Irs2, Klb, Lamtor2, Lamtor3, Mbd3, Mta3, Nr4a1, Nrg1, Otud3, Pdgfra, Phc1, Phc2, Phlpp2, Pik3ca, Pik3r2, Pip4k2a, Pip4k2c, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5a, Prkar1a, Prkar1b, Prkar2b, Prkca, Prkcd, Prkcg, Prr5, Psma1, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn11, Rac1, Rbbp4, Rbbp7, Rraga, Rragc, Src, Suz12, Tgfa, Tnks, Tnks2, Trib3, Ubc, Usp7, Xiap"
"Metabolism of polyamines","5.113e-03","57","Azin1, Azin2, Oaz1, Odc1, Paox, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Sat1, Sms"
"Regulation of mitotic cell cycle","5.113e-03","80","Anapc4, Anapc5, Aurka, Bub1b, Bub3, Ccna1, Ccna2, Cdc16, Cdc20, Cdc27, Fzr1, Mad2l1, Nek2, Plk1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"TCR signaling","5.113e-03","97","Cd3d, Cdc34, Csk, Itk, Map3k7, Nfkb1, Nfkbia, Pak3, Pik3ca, Pik3r2, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptprj, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"TNFR2 non-canonical NF-kB pathway","5.113e-03","91","Eda2r, Ltbr, Nfkb2, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Relb, Tnfrsf13b, Tnfrsf1a, Tnfsf12, Tnfsf15, Tnfsf18, Tnfsf9, Ubc, Ube2m"
"RHO GTPases activate IQGAPs","5.278e-03","28","Actg1, Calm1, Calm2, Calm3, Cdc42, Iqgap3, Men1, Rac1, Tuba1c, Tuba4a, Tubb1, Tubb2b, Tubb3, Tubb6"
"GLI3 is processed to GLI3R by the proteasome","6.242e-03","52","Gsk3b, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Ubc"
"C-type lectin receptors (CLRs)","6.292e-03","102","Calm1, Calm2, Calm3, Cdc34, Hras, Kras, Map3k7, Nfkb1, Nfkb2, Nfkbia, Pak3, Ppp3r1, Prkcd, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Relb, Src, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2m, Ube2n"
"Degradation of GLI1 by the proteasome","6.292e-03","51","Numb, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Ubc"
"FCERI mediated NF-kB activation","6.292e-03","72","Cdc34, Map3k7, Nfkb1, Nfkbia, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"Ubiquitin-dependent degradation of Cyclin D","6.292e-03","47","Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc"
"Signaling by WNT","6.598e-03","221","Akt1, Ap2b1, Ap2m1, Ash2l, Axin1, Bcl9l, Calm1, Calm2, Calm3, Cav1, Cdc73, Cltb, Cltc, Daam1, Frat2, Fzd1, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Gsk3b, Kras, Kremen2, Lef1, Lrp5, Map3k7, Men1, Pfn1, Plcb3, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp3r1, Prkca, Prkcb, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Pygo1, Pygo2, Rac1, Rhoa, Smarca4, Smurf1, Sox4, Tle4, Tmed5, Tnks, Ubc, Vps35, Wnt10a, Wnt10b, Wnt6, Xiap, Ywhaz"
"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","6.616e-03","62","Ajuba, Cul2, Egln1, Eloc, Hif1a, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2d1, Ube2d2a"
"ER-Phagosome pathway","6.670e-03","29","B2m, Calr, H2-K1, H2-M2, H2-M3, H2-Q4, H2-Q6, H2-Q7, H2-T23, Sec22b, Tap1, Tap2, Tapbp, Vamp3, Vamp8"
"Signaling by NTRKs","6.670e-03","72","Ap2b1, Ap2m1, Ap2s1, Bdnf, Braf, Chd4, Cltc, Crk, Dusp7, Frs2, Furin, Grb2, Hras, Irs1, Irs2, Kras, Map2k1, Map2k2, Mapk7, Mapkapk2, Ngf, Ntf5, Pcsk6, Pik3ca, Pik3r2, Plcg1, Ppp2ca, Ppp2cb, Ppp2r1b, Rac1, Ralgds, Rap1a, Rapgef1, Rhoa, Sgk1, Src, Srf, Ywhab"
"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","6.670e-03","48","Chek1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc"
"p53-Independent DNA Damage Response","6.670e-03","48","Chek1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc"
"p53-Independent G1/S DNA damage checkpoint","6.670e-03","48","Chek1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc"
"APC/C:Cdc20 mediated degradation of Securin","6.975e-03","63","Anapc4, Anapc5, Cdc16, Cdc20, Cdc27, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Fc epsilon receptor (FCERI) signaling","6.975e-03","113","Calm1, Calm2, Calm3, Cdc34, Fos, Grb2, Hras, Itk, Kras, Map2k4, Map3k7, Nfkb1, Nfkbia, Pik3ca, Pik3r2, Ppp3r1, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rac1, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"Regulation of RAS by GAPs","7.449e-03","63","Cul3, Hras, Kras, Nf1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rasa2, Rasa3, Rbx1, Spred1, Ubc"
"Regulation of RUNX3 expression and activity","7.449e-03","49","Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Smurf1, Src, Tgfb1, Ubc"
"Regulation of ornithine decarboxylase (ODC)","7.449e-03","50","Azin1, Oaz1, Odc1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3"
"Aggrephagy","7.483e-03","33","Arl13b, Dync1h1, Dynll1, Dynll2, Prkn, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Ubc, Ube2n, Vim"
"Degradation of DVL","7.683e-03","53","Cul3, Dact1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Ubc"
"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","8.206e-03","50","Actr10, Actr1a, Ar, Dctn3, Dctn6, Dnaja1, Dnaja2, Dnajb1, Dync1h1, Dynll1, Dynll2, Fkbp4, Hsp90ab1, Hspa1a, Hspa1b, Hspa8, Ptges3, Stip1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6"
"Complex I biogenesis","8.654e-03","48","Ndufa1, Ndufa10, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa5, Ndufa6, Ndufa8, Ndufaf1, Ndufaf3, Ndufaf7, Ndufb11, Ndufb2, Ndufb4, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufb9, Ndufc1, Ndufc2, Ndufs1, Ndufs2, Ndufs3, Ndufs5, Ndufs6, Ndufs8, Ndufv1, Ndufv3, Timmdc1, Tmem126b"
"MAPK6/MAPK4 signaling","8.654e-03","67","Ccnd3, Cdc14b, Cdc42, Cdc42ep2, Cdc42ep5, Dnajb1, Foxo1, Mapk6, Pak3, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rac1, Ubc, Xpo1"
"RHO GTPase Effectors","8.917e-03","232","Abi1, Actg1, Actr2, Ahctf1, Ar, Arpc1a, Arpc1b, Arpc2, Arpc3, Brk1, Bub1, Bub1b, Calm1, Calm2, Calm3, Cdc20, Cdc42, Cdca8, Cenpa, Cenpk, Cenpn, Cenpo, Cenpq, Ckap5, Cyba, Cyfip1, Daam1, Dlg4, Dync1h1, Dynll1, Dynll2, Flna, Fmnl2, Gopc, Grb2, Iqgap3, Kif2c, Klc3, Limk1, Mad1l1, Mad2l1, Mapre1, Men1, Mis12, Mrtfa, Myh14, Myh9, Myl12b, Myl6, Ncf4, Nckap1, Nox1, Nudc, Nuf2, Pafah1b1, Pak3, Pfn1, Pik3c3, Pkn3, Plk1, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5a, Prc1, Prkca, Prkcb, Prkcd, Rac1, Rhoa, Rhob, Rhoq, Rock1, Rtkn, Sfn, Sgo2a, Spc24, Src, Srf, Tax1bp3, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Wipf1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Regulation of mRNA stability by proteins that bind AU-rich elements","9.189e-03","79","Akt1, Dis3, Eif4g1, Exosc4, Hnrnpd, Hspa1a, Hspa1b, Hspa8, Khsrp, Mapkapk2, Pabpc1, Parn, Prkca, Prkcd, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Xpo1, Ywhab, Ywhaz, Zfp36"
"Signaling by Nuclear Receptors","9.489e-03","163","Adh1, Akt1, Aldh1a1, Aldh1a3, Areg, Btc, Calm1, Calm2, Calm3, Cav1, Ccnt1, Cdk9, Cdkn1b, Crabp2, Dlat, Egfr, Epgn, Ereg, Fabp5, Fkbp4, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Gtf2a1, Gtf2f1, H3f3b, Hbegf, Hras, Hsp90ab1, Kras, Mmp3, Pdk2, Pdk4, Pik3ca, Pik3r2, Polr2e, Polr2g, Polr2i, Polr2l, Prmt1, Ptges3, Rarg, Rdh1, Rdh10, Rdh11, Sdr16c5, Src, Tgfa"
"Olfactory Signaling Pathway","1.005e-02","77","Gnb1"
"Signaling by Receptor Tyrosine Kinases","1.086e-02","387","Aamp, Abi1, Actg1, Akt1, Ap2b1, Ap2m1, Areg, Arhgef7, Atp6ap1, Atp6v0b, Atp6v0c, Atp6v0e, Atp6v1a, Atp6v1b2, Atp6v1e1, Atp6v1g3, Bcar1, Bdnf, Braf, Brk1, Btc, Calm1, Calm2, Calm3, Cav1, Cbl, Cdc42, Chek1, Cltc, Col24a1, Col5a1, Crk, Csk, Ctnnd1, Cul5, Cyba, Cyfip1, Dusp7, Egfr, Epgn, Epn1, Ereg, Fgf17, Fgf2, Fgf7, Fgfbp3, Fgfrl1, Flrt3, Frs2, Furin, Galnt3, Grb2, Gtf2f1, Hbegf, Hdac2, Hgfac, Hras, Itgb1, Jak3, Jup, Klb, Kras, Map2k2, Mapk7, Mdk, Mst1, Ncbp1, Ncf4, Nckap1, Ngf, Nrg1, Ntf5, Pak3, Pcsk6, Pdgfra, Pgf, Pik3c3, Pik3ca, Pik3r2, Polr2a, Polr2e, Polr2g, Polr2h, Polr2i, Polr2l, Ppp2ca, Ppp2cb, Ppp2r1b, Prkca, Prkcb, Prkcd, Prr5, Ptn, Ptpn1, Ptpn11, Ptpn12, Ptprj, Ptpru, Rac1, Ralgds, Ranbp10, Rap1a, Rap1b, Rhoa, Rock1, Sgk1, Sh2d2a, Spint1, Spp1, Spred1, Spry2, Src, Srf, Tgfa, Thbs4, Tns4, Trib3, Ubc, Vegfb, Vegfc, Ywhab"
"TP53 Regulates Metabolic Genes","1.095e-02","67","Akt1, Cox14, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7b, Cox8a, G6pdx, Gls, Gpi1, Gsr, Lamtor2, Ndufa4, Prdx1, Prdx2, Prdx5, Prkaa1, Prkab1, Prkab2, Rraga, Rragc, Sco2, Sfn, Surf1, Txn1, Txnrd1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Cell junction organization","1.129e-02","63","Actg1, Actn1, Arhgef6, Cdh13, Col17a1, Ctnnd1, F11r, Flnc, Ilk, Itga6, Itgb1, Itgb4, Jup, Krt14, Krt5, Nectin1, Nectin3, Pard6g, Parva, Plec, Prkci, Sdk1, Tesk1, Vasp"
"Activation of GABAB receptors","1.161e-02","38","Adcy3, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Kcnj16, Kcnj3"
"GABA B receptor activation","1.161e-02","38","Adcy3, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Kcnj16, Kcnj3"
"Interleukin-1 signaling","1.161e-02","97","Hmgb1, Il1rn, Irak4, Map3k7, Nfkb1, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Peli2, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Sqstm1, Tab2, Ubc, Ube2n, Usp18"
"Peptide ligand-binding receptors","1.161e-02","174","Ackr4, Avpr1a, Bdkrb2, C5ar1, C5ar2, Cckar, Ccl11, Ccl21a, Ccl22, Ccl25, Ccl28, Ccl3, Ccl4, Ccl9, Ccr5, Ccr7, Ccrl2, Cxcl16, Cxcl5, Cxcl9, Cxcr4, Edn2, Edn3, F2, F2rl1, F2rl3, Gal, Grp, Nmb, Nms, Nmur1, Npb, Nps, Npw, Npy, Npy1r, Oxt, Ppbp, Prlh, Rxfp4, Sst, Sstr2, Tac1, Tacr1"
"Regulation of RUNX2 expression and activity","1.161e-02","47","Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Ubc"
"PCP/CE pathway","1.162e-02","83","Ap2b1, Ap2m1, Ap2s1, Cltb, Cltc, Daam1, Fzd1, Fzd7, Pard6a, Pfn1, Prickle1, Prkca, Prkcb, Prkcg, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rac1, Rhoa, Smurf1, Ubc"
"Degradation of beta-catenin by the destruction complex","1.179e-02","72","Amer1, Axin1, Frat1, Frat2, Gsk3b, Lef1, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5a, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Tle4, Ubc"
"Signaling by FGFR","1.179e-02","69","Braf, Cbl, Fgf17, Fgf2, Fgf7, Fgfbp3, Fgfrl1, Flrt3, Frs2, Galnt3, Grb2, Gtf2f1, Hras, Klb, Kras, Ncbp1, Pik3ca, Polr2a, Polr2e, Polr2g, Polr2h, Polr2i, Polr2l, Ppp2ca, Ppp2cb, Ptpn11, Spred1, Spry2, Src, Ubc"
"Activation of NF-kappaB in B cells","1.180e-02","58","Nfkb1, Nfkbia, Nfkbib, Prkcb, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Ubc"
"Asymmetric localization of PCP proteins","1.222e-02","58","Fzd1, Fzd7, Pard6a, Prickle1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Smurf1, Ubc"
"Cellular response to hypoxia","1.222e-02","66","Ajuba, Arnt, Cited2, Cul2, Egln1, Eloc, Hif1a, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Ubc, Ube2d1, Ube2d2a"
"PIP3 activates AKT signaling","1.222e-02","223","Akt1, Akt1s1, Areg, Bmi1, Btc, Cbx2, Cbx4, Cbx8, Cd86, Cdkn1b, Chd4, Egfr, Epgn, Erbb2, Ereg, Fgf17, Fgf2, Fgf7, Fgfr1, Foxo1, Foxo4, Foxo6, Frs2, Grb2, Hbegf, Hdac2, Ier3, Il33, Insr, Irak1, Irak4, Irs1, Irs2, Klb, Lamtor2, Lamtor3, Mbd3, Mta3, Nr4a1, Nrg1, Otud3, Pdgfra, Phc1, Phc2, Phlpp2, Pik3ca, Pik3r2, Pip4k2a, Pip4k2c, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5a, Prr5, Psma1, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn11, Rac1, Rbbp4, Rbbp7, Rraga, Rragc, Src, Suz12, Tgfa, Tnks, Tnks2, Trib3, Ubc, Usp7, Xiap"
"ADP signalling through P2Y purinoceptor 12","1.277e-02","20","Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5"
