"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Signaling by Interleukins","6.925e-03","240","App, Brwd1, Canx, Casp1, Cbl, Cd4, Cul1, Dusp3, Dusp6, Dusp7, Fbxw11, Fos, Fyn, Gsdmd, Hsp90b1, Ifnlr1, Ikbkb, Il15, Il1b, Il1rn, Il20rb, Il22ra1, Il2rb, Il33, Il34, Il4ra, Il7r, Irak1, Irs1, Irs2, Jun, Lyn, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Myd88, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Pik3ca, Pik3cb, Pik3r1, Pik3r2, Ppp2ca, Ppp2cb, Ppp2r1a, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Psme4, Ptpn11, Rela, Ripk2, Sdc1, Smarca4, Sos2, Sqstm1, Stat3, Stat6, Stx1a, Stx4a, Stxbp2, Tab2, Tab3, Tnip2, Tollip, Traf6, Tslp, Txlna, Ubc, Usp14, Vamp2"
"Signaling by ERBB2","7.061e-03","43","Akt3, Egfr, Erbb2, Erbb3, Gab1, Grb7, Hbegf, Hsp90aa1, Kras, Memo1, Pik3ca, Pik3r1, Prkcd, Rhoa, Stub1, Ubc"
"PCP/CE pathway","7.334e-03","83","Ap2b1, Ap2m1, Ap2s1, Cltc, Daam1, Dvl1, Fzd6, Fzd8, Pfn1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Rhoa, Ubc, Wnt11"
"Nuclear events mediated by NFE2L2","7.352e-03","47","Cul1, Ep300, Nfe2l2, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Ubc"
"RNA polymerase II transcribes snRNA genes","7.352e-03","70","Ccnt1, Cdk7, Ell, Ell2, Gtf2e2, Gtf2f1, Gtf2f2, Ice2, Ints10, Ints11, Ints12, Ints14, Ints2, Ints3, Ints6, Nabp1, Ncbp1, Ncbp2, Pcf11, Polr2b, Polr2e, Polr2f, Rprd1a, Rprd1b, Snapc5, Srrt, Ssu72, Supt5, Taf11, Tbp, Zc3h8"
"SUMO E3 ligases SUMOylate target proteins","7.352e-03","140","Aaas, Blm, Bmi1, Casp8ap2, Ctbp1, Ddx17, Ep300, Hdac4, Herc2, Hnrnpc, Hnrnpk, Ikbke, Incenp, Mbd1, Ndc1, Nfkb2, Nfkbia, Nr1h2, Nr1h4, Nrip1, Nsmce4a, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Park7, Phc1, Pias1, Pias2, Pias4, Pom121, Ppara, Rad21, Rae1, Ring1, Sin3a, Stag2, Sumo3, Top2a, Top2b, Topors, Tpr, Trim27, Vhl"
"GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","7.968e-03","46","Cul1, Nfe2l2, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Ubc"
"Deubiquitination","8.586e-03","222","Abraxas1, Actg1, Adrb2, Adrm1, Atxn3, Axin2, Babam1, Babam2, Bap1, Becn1, Ep300, Foxk1, Hcfc1, Il33, Ino80c, Josd2, Map3k7, Mcrs1, Mdm4, Myc, Nedd8, Nfkbia, Nlrp3, Nod1, Ogt, Otub2, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Psme4, Rad23b, Rhoa, Ripk1, Ripk2, Rnf123, Ruvbl1, Senp8, Siah2, Smad3, Stam, Stambp, Tada3, Taf9b, Tfpt, Tnfaip3, Tnip2, Tomm70a, Traf6, Ubc, Uchl5, Ufd1, Uimc1, Usp10, Usp14, Usp15, Usp17lb, Usp19, Usp2, Usp25, Usp3, Usp33, Usp34, Usp37, Usp4, Usp42, Usp48, Usp5, Usp7, Vcp, Vdac3, Yy1"
"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","8.586e-03","62","Ajuba, Egln2, Elob, Epas1, Limd1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc, Vhl"
"Transport of the SLBP Dependant Mature mRNA","8.586e-03","33","Aaas, Ncbp1, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Nxf1, Pom121, Rae1, Tpr"
"Transport of the SLBP independent Mature mRNA","8.586e-03","32","Aaas, Ncbp1, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Nxf1, Pom121, Rae1, Tpr"
"Beta-catenin independent WNT signaling","8.685e-03","118","Ap2b1, Ap2m1, Ap2s1, Calm3, Cltb, Cltc, Ctnnb1, Daam1, Dvl1, Fzd6, Fzd8, Gnat2, Gnb2, Gnb4, Gng12, Kras, Map3k7, Pde6g, Pfn1, Plcb3, Ppp3cb, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme3, Psme4, Rhoa, Ubc, Wnt11"
"Nuclear Envelope Breakdown","8.870e-03","45","Aaas, Lmna, Lmnb1, Ndc1, Nek9, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Pom121, Rae1, Rbm39, Tpr"
"RHO GTPase cycle","8.870e-03","387","Aaas, Abcd3, Abi1, Abi2, Actg1, Aldh3a2, Als2, Ankle2, Arap1, Arhgap10, Arhgap17, Arhgap22, Arhgap26, Arhgap27, Arhgap28, Arhgap32, Arhgap42, Arhgdig, Arhgef1, Arhgef15, Arhgef39, Arl13b, Atp6ap1, Baiap2, Bcap31, Brk1, Capzb, Cav1, Cavin1, Ccdc88a, Cdc37, Cdc42, Cdc42ep3, Cltc, Cpne8, Cpsf7, Cul3, Cyba, Cyfip1, Cyfip2, Daam1, Ddrgk1, Diaph2, Dock1, Dock4, Dock6, Dsp, Ect2, Elmo2, Emc3, Epha2, Fam135a, Fam83b, Fermt2, Fnbp1, Frs2, Frs3, Gja1, Golga2, Gopc, Grb7, Hmox2, Hnrnpc, Hsp90aa1, Hsp90ab1, Hspe1, Iqgap1, Itsn1, Jag1, Jup, Kif14, Ktn1, Lman1, Lmnb1, Lrrc1, Mpp7, Msi2, Mtmr1, Nck1, Nckap1, Ndufs3, Net1, Nox3, Nudc, Pak2, Pak4, Pak6, Peak1, Pik3ca, Pik3r1, Pik3r2, Pld2, Plekhg6, Plxnb1, Prag1, Prex2, Ptpn13, Ralbp1, Ralgapa1, Rbm39, Rbmx, Rhoa, Rhobtb1, Rhobtb2, Rhoc, Rhod, Rhog, Rhou, Rnd3, Rtkn, Samm50, Scfd1, Scrib, Sh3bp1, Sh3rf1, Shmt2, Slk, Sos2, Spata13, Spen, Srrm1, Stam, Stom, Tex2, Tmem87a, Tmod3, Tpm4, Trip10, Twf1, Vamp3, Vcp, Wdr11, Ykt6, Zap70"
"SUMOylation of SUMOylation proteins","8.870e-03","31","Aaas, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Pias4, Pom121, Rae1, Topors, Tpr"
"Signaling by ERBB4","9.007e-03","29","Egfr, Erbb3, Hbegf, Kras, Nedd4, Pik3ca, Pik3r1, Ubc, Yap1"
"Cell Cycle, Mitotic","9.022e-03","432","Aaas, Actr1a, Ahctf1, Ajuba, Akt2, Akt3, Alms1, Anapc11, Anapc2, Anapc5, Ankle2, Cc2d1b, Ccnd1, Cdc14a, Cdc25b, Cdk2, Cdk4, Cdk5rap2, Cdk7, Cdkn1a, Cdkn1b, Cdkn1c, Cenpe, Cenpp, Cep192, Cep250, Cep57, Cep78, Chmp2a, Chmp6, Chmp7, Ckap5, Clasp1, Clasp2, Clip1, Csnk1e, Csnk2a2, Csnk2b, Cul1, Dctn3, Dsn1, Dync1h1, Dync1i1, Dync1li1, E2f4, Ercc6l, Esco1, Fbxw11, Fzr1, Gins3, Golga2, Gorasp1, Gorasp2, Gtse1, Haus1, Haus3, Hsp90aa1, Hsp90ab1, Incenp, Ist1, Lig1, Lmna, Lmnb1, Lpin1, Lyn, Mapk1, Mau2, Mcm2, Mcm5, Mnat1, Mzt2, Ncaph2, Ndc1, Nde1, Nek9, Nudc, Numa1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Orc3, Orc4, Pcnt, Pkmyt1, Pola1, Pold1, Pold4, Pole3, Pom121, Ppp1cb, Ppp1r12a, Ppp2ca, Ppp2cb, Ppp2r2a, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme3, Psme4, Pttg1, Rab1b, Rab8a, Rad21, Rae1, Rb1, Rbl2, Rbm39, Rcc1, Rcc2, Smc4, Spast, Stag2, Tpr, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Tubgcp3, Tubgcp5, Ubc, Vrk1, Wapl, Zw10, Zwint"
"Developmental Biology","9.523e-03","401","Actg1, Actr3, Adam11, Akt2, Akt3, Ap2b1, Ap2m1, Ap2s1, Arpc2, Arpc4, Cdc42, Cdk2, Cdk4, Cdkn1a, Cdsn, Cltc, Col4a2, Csnk2a2, Csnk2b, Ctnnb1, Dag1, Dcc, Dnm2, Dock1, Dsc1, Dsc2, Dsc3, Dsg3, Dsp, Efna3, Efnb3, Egfr, Epha1, Epha2, Epha4, Ephb6, Erbb2, Evpl, Ezr, Fes, Frs2, Fyn, Gab1, Grb10, Grb7, Hsp90aa1, Hsp90ab1, Irs2, Itga9, Itgav, Itsn1, Jup, Kazn, Kif4, Klk13, Klk5, Kras, Krt1, Krt10, Krt13, Krt14, Krt15, Krt16, Krt20, Krt23, Krt4, Krt5, Krt6a, Krt7, Krt80, Krtap19-4, Krtap3-1, Krtap8-1, Lipk, Lipm, Lipn, Lyn, Map2k2, Mapk1, Mapk12, Mapk13, Mapk14, Mapk8, Mmp2, Msn, Myf5, Myf6, Myog, Nck1, Nrp1, Numb, Pak2, Perp, Pfn1, Pik3ca, Pik3cb, Pik3r1, Pik3r2, Pkp1, Pkp2, Pkp3, Plcg1, Plxna3, Plxnb1, Plxnc1, Ppl, Psenen, Ptpn11, Rhoa, Rhoc, Sdc2, Sema4a, Smad3, Spink5, Stx1a, Tcf12, Tgm1, Trem2, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Unc5a, Usp33, Vasp"
"MyD88 cascade initiated on plasma membrane","9.523e-03","70","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Tnip2, Traf6, Ubc, Usp14"
"MyD88:MAL(TIRAP) cascade initiated on plasma membrane","9.523e-03","71","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Tirap, Tnip2, Traf6, Ubc, Usp14"
"SUMOylation of RNA binding proteins","9.523e-03","43","Aaas, Hnrnpc, Hnrnpk, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Phc1, Pom121, Rae1, Ring1, Tpr"
"Toll Like Receptor 10 (TLR10) Cascade","9.523e-03","70","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Tnip2, Traf6, Ubc, Usp14"
"Toll Like Receptor 2 (TLR2) Cascade","9.523e-03","71","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Tirap, Tnip2, Traf6, Ubc, Usp14"
"Toll Like Receptor 5 (TLR5) Cascade","9.523e-03","70","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Tnip2, Traf6, Ubc, Usp14"
"Toll Like Receptor TLR1:TLR2 Cascade","9.523e-03","71","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Tirap, Tnip2, Traf6, Ubc, Usp14"
"Toll Like Receptor TLR6:TLR2 Cascade","9.523e-03","71","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Tirap, Tnip2, Traf6, Ubc, Usp14"
"Interleukin-1 signaling","9.554e-03","97","App, Cul1, Fbxw11, Ikbkb, Il1b, Il1rn, Irak1, Map3k7, Myd88, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Peli1, Peli2, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Psme4, Rela, Sqstm1, Tab3, Tnip2, Tollip, Traf6, Ubc, Usp14"
"Mitotic Metaphase and Anaphase","9.588e-03","208","Ahctf1, Anapc5, Cc2d1b, Cenpp, Chmp2a, Chmp6, Ckap5, Clasp1, Clip1, Dsn1, Dync1i1, Dync1li1, Ercc6l, Incenp, Ist1, Lmna, Lmnb1, Ndc1, Nde1, Nup107, Nup155, Nup37, Nup85, Nup98, Pom121, Ppp2ca, Ppp2r2a, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Pttg1, Rad21, Rbm39, Rcc1, Rcc2, Spast, Stag2, Tuba8, Tubb2a, Tubb2b, Ubc, Wapl, Zw10, Zwint"
"DDX58/IFIH1-mediated induction of interferon-alpha/beta","9.935e-03","29","Ep300, Hsp90aa1, Hsp90ab1, Ikbkb, Ikbke, Irf3, Nfkb2, Nfkbia, Nfkbib, Pin1, Tnfaip3, Tomm70a, Ubc"
"Cellular response to hypoxia","1.018e-02","66","Ajuba, Egln2, Elob, Ep300, Epas1, Limd1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc, Vhl"
"Dectin-1 mediated noncanonical NF-kB signaling","1.018e-02","52","Cul1, Fbxw11, Nfkb2, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc, Ube2m"
"NIK-->noncanonical NF-kB signaling","1.018e-02","52","Cul1, Fbxw11, Nfkb2, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc, Ube2m"
"The citric acid (TCA) cycle and respiratory electron transport","1.018e-02","146","Acad9, Adhfe1, Atp5b, Atp5d, Atp5g3, Atp5j2, Coq10b, Cox14, Cox19, Cox4i1, Cox6a1, Cox6b1, Cox8a, Cyc1, D2hgdh, Dld, Dmac2l, Ecsit, Etfa, Etfdh, Fh1, Glo1, Gstz1, Hagh, Idh2, Idh3a, Idh3b, Idh3g, L2hgdh, Ldha, Lrpprc, Me2, Ndufa2, Ndufa6, Ndufa8, Ndufab1, Ndufaf6, Ndufaf7, Ndufb2, Ndufb6, Ndufc1, Ndufc2, Ndufs1, Ndufs3, Ndufs7, Ndufv1, Ndufv2, Ogdh, Pdhx, Pdk1, Ppard, Sdha, Sdhb, Sdhc, Slc25a27, Sucla2, Suclg1, Timmdc1, Tmem186, Ucp2, Uqcr10, Uqcrfs1"
"Mitotic Anaphase","1.071e-02","207","Ahctf1, Anapc5, Cc2d1b, Cenpp, Chmp2a, Chmp6, Ckap5, Clasp1, Clip1, Dsn1, Dync1i1, Dync1li1, Ercc6l, Incenp, Ist1, Lmna, Lmnb1, Ndc1, Nde1, Nup107, Nup155, Nup37, Nup85, Nup98, Pom121, Ppp2ca, Ppp2r2a, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Pttg1, Rad21, Rbm39, Rcc1, Rcc2, Spast, Stag2, Tuba8, Tubb2a, Tubb2b, Ubc, Wapl, Zw10, Zwint"
"PTEN Regulation","1.071e-02","106","Akt3, Chd4, Csnk2a2, Csnk2b, Gatad2a, Mbd3, Mta2, Nedd4, Phc1, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Rbbp7, Ring1, Stub1, Trim27, Ubc"
"Cholesterol biosynthesis","1.114e-02","27","Arv1, Cyp51, Fdps, Ggps1, Hmgcs1, Hsd17b7, Lss, Msmo1, Mvk, Nsdhl, Pmvk, Sc5d, Sqle, Srebf1, Srebf2"
"Deadenylation-dependent mRNA decay","1.114e-02","51","Cnot6, Cnot6l, Cnot9, Dcp2, Eif4a1, Eif4a2, Eif4a3, Eif4b, Eif4g1, Exosc1, Exosc2, Exosc3, Exosc5, Exosc7, Exosc8, Exosc9, Lsm4, Pabpc1, Pan2, Parn, Patl1, Skiv2l, Tnks1bp1, Wdr61"
"O-linked glycosylation of mucins","1.114e-02","52","A4gnt, B3gnt4, B3gnt7, B3gnt8, B3gnt9, B3gntl1, B4galt5, B4galt6, C1galt1, C1galt1c1, Chst4, Galnt1, Galnt10, Galnt11, Galnt14, Galnt15, Galnt16, Galnt2, Galnt5, Galnt6, Galnt7, Galnt9, Galntl5, Gcnt1, Gcnt4, Gcnt7, Muc20, Muc4, St3gal1, St3gal3, St6gal1"
"Transport of Mature mRNAs Derived from Intronless Transcripts","1.114e-02","40","Aaas, Cpsf1, Cpsf3, Ncbp1, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Nxf1, Pom121, Rae1, Tpr"
"Interleukin-17 signaling","1.203e-02","47","Cul1, Dusp3, Dusp6, Dusp7, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nod1, Ppp2ca, Ppp2cb, Ppp2r1a, Ripk2, Tab2, Tab3, Tnip2, Traf6, Ubc"
"MAP kinase activation","1.203e-02","47","Cul1, Dusp3, Dusp6, Dusp7, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nod1, Ppp2ca, Ppp2cb, Ppp2r1a, Ripk2, Tab2, Tab3, Tnip2, Traf6, Ubc"
"Toll Like Receptor 9 (TLR9) Cascade","1.203e-02","81","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Eea1, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Pik3r4, Ppp2ca, Ppp2cb, Ppp2r1a, Rbsn, Rela, Ripk2, Tab2, Tab3, Ticam2, Tnip2, Traf6, Ubc, Usp14"
"Transcriptional regulation by RUNX1","1.203e-02","124","Arid1a, Ash2l, Bmi1, Ccnd1, Cdk7, Csnk2a2, Csnk2b, Elf1, Ep300, Gata1, H3f3a, Kmt2b, Ldb1, Mnat1, Phc1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme3, Psme4, Ptpn11, Rbbp5, Ring1, Serpinb13, Sin3a, Smarca4, Smarcc1, Smarcc2, Smarcd1, Smarcd3, Tcf12, Ubc, Wdr5, Yaf2, Yap1"
"Transport of Mature mRNA Derived from an Intronless Transcript","1.203e-02","39","Aaas, Cpsf1, Cpsf3, Ncbp1, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Nxf1, Pom121, Rae1, Tpr"
"FCERI mediated NF-kB activation","1.240e-02","72","Bcl10, Cul1, Fbxw11, Ikbkb, Ms4a2, Nfkbia, Pdpk1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Tab3, Ubc"
"Interleukin-1 family signaling","1.273e-02","107","App, Casp1, Cul1, Fbxw11, Ikbkb, Il1b, Il1rn, Il33, Irak1, Map3k7, Mapk8, Myd88, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Peli1, Peli2, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme3, Psme4, Sqstm1, Stat3, Tab3, Tnip2, Ubc, Usp14"
"Signaling by the B Cell Receptor (BCR)","1.288e-02","95","Bcl10, Calm3, Cul1, Fbxw11, Ikbkb, Kras, Nfkbia, Nfkbib, Pik3r1, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Stim1, Ubc"
"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","1.288e-02","75","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Ticam2, Tnip2, Traf6, Ubc, Usp14"
"Antigen processing: Ubiquitination & Proteasome degradation","1.293e-02","279","Anapc13, Anapc5, Asb13, Asb6, Atg7, Cul1, Cul7, Dcaf1, Dzip3, Elob, Fbxl4, Fbxo11, Fbxo21, Fbxo32, Fbxo9, Fbxw11, Fbxw8, Fzr1, Hace1, Herc1, Herc2, Herc4, Huwe1, Kbtbd8, Lrrc41, Mylip, Nedd4, Npepps, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Rbck1, Rchy1, Rlim, Rnf111, Rnf126, Rnf130, Rnf14, Rnf220, Rnf4, Sh3rf1, Siah2, Stub1, Thop1, Tpp2, Trim50, Trip12, Uba5, Ubc, Ube2a, Ube2g1, Ube2g2, Ube2k, Ube2m, Ube2q1, Ube3b, Ube3c, Ube4a, Ufl1, Vhl, Wsb1"
"Signaling by EGFR","1.348e-02","43","Aamp, Egfr, Epn1, Eps15l1, Gab1, Hbegf, Kras, Pik3ca, Pik3r1, Ptpn11, Ptpn3, Ptprk, Sh3gl1, Ubc"
"Clathrin-mediated endocytosis","1.385e-02","128","Aak1, Actg1, Actr3, Adrb2, Agfg1, Agtr1a, Ap2b1, Ap2m1, Ap2s1, Apob, Arf6, Arfgap1, Arpc2, Arpc4, Cbl, Cd4, Cltb, Cltc, Cops3, Cops7a, Dnajc6, Dnm2, Egf, Egfr, Epn1, Epn2, Eps15, Eps15l1, Ereg, Fnbp1, Gapvd1, Grk2, Grk3, Hbegf, Hspa8, Igf2r, Il7r, Itsn1, Ldlr, M6pr, Nedd8, Pacsin2, Rab5a, Reps1, Sh3gl1, Stam, Syt9, Tor1b, Trf, Trip10, Ubc, Vamp2, Vamp3"
"Toll Like Receptor 3 (TLR3) Cascade","1.401e-02","68","App, Cul1, Dusp3, Dusp6, Dusp7, Fbxw11, Fos, Ikbkb, Irak1, Irf3, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Tnip2, Traf6, Ubc, Usp14"
"RHO GTPase Effectors","1.420e-02","232","Abi1, Abi2, Actg1, Actr3, Ahctf1, Arpc2, Arpc4, Baiap2, Brk1, Calm3, Cdc42, Cenpe, Cenpf, Cenpp, Ckap5, Clasp1, Clasp2, Clip1, Ctnna1, Ctnnb1, Cyba, Cyfip1, Cyfip2, Daam1, Diaph2, Dsn1, Dvl1, Dync1h1, Dync1i1, Dync1li1, Dynll1, Ercc6l, Flna, Gopc, Incenp, Iqgap1, Iqgap2, Kif14, Klc3, Ktn1, Mapk1, Mapk14, Myh9, Myl12b, Myl9, Nck1, Nckap1, Nde1, Nf2, Nox3, Nudc, Nup107, Nup37, Nup85, Nup98, Pak2, Pdpk1, Pfn1, Pik3r4, Pin1, Pkn1, Pkn2, Ppp1cb, Ppp1r12a, Ppp2ca, Ppp2cb, Ppp2r1a, Prc1, Prkcd, Ptk2, Rcc2, Rhoa, Rhob, Rhoc, Rhod, Rhog, Rock2, Rtkn, Sfn, Srf, Tax1bp3, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Wipf1, Xpo1, Ywhab, Ywhaq, Zw10, Zwint"
